"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","DYNT","DYNT_ATTRIBUTES","DYSD","DYSD_ATTRIBUTES","DYSN","DYSN_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","DYXP","DYXP_ATTRIBUTES","DYXT","DYXT_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","EVAP","EVAP_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HN01","HN01_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","HX01","HX01_ATTRIBUTES","LN01","LN01_ATTRIBUTES","LX01","LX01_ATTRIBUTES","MN01","MN01_ATTRIBUTES","MX01","MX01_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","WDMV","WDMV_ATTRIBUTES"
"USC00419268","1982-11","29.185","-99.8325","280.4","UVALDE 3 SW, TX US","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","  24.4",",,,0,0,2","","","  29.4",",,,0,0,2","   8.9",",,,0,0,2","  12.8",",,,0,0,2","  16.4",",,,0,0,2","  21.8",",,,0,0,2","","","","","","","","","","","",""
"USC00419268","1982-12","29.185","-99.8325","280.4","UVALDE 3 SW, TX US","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","  17.8",",,,0,0,2","","","  22.2",",,,0,0,2","   7.2",",,,0,0,2","  10.6",",,,0,0,2","  10.7",",,,0,0,2","  16.4",",,,0,0,2","","","","","","","","","","","",""
"USC00419268","1983-01","29.185","-99.8325","280.4","UVALDE 3 SW, TX US","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","  12.2",",,,0,0,2","","","  18.3",",,,0,0,2","   5.0",",,,0,0,2","   8.9",",,,0,0,2","   8.6",",,,0,0,2","  14.4",",,,0,0,2","","","","","","","","","","","",""
"USC00419268","1983-02","29.185","-99.8325","280.4","UVALDE 3 SW, TX US","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","  13.9",",,,0,0,2","","","  21.1",",,,0,0,2","   8.3",",,,0,0,2","  11.1",",,,0,0,2","  10.7",",,,0,0,2","  17.4",",,,0,0,2","","","","","","","","","","","",""
"USC00419268","1983-03","29.185","-99.8325","280.4","UVALDE 3 SW, TX US","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","  18.3",",,,0,0,2","","","  26.1",",,,0,0,2","   4.4",",,,0,0,2","  13.9",",,,0,0,2","  13.2",",,,0,0,2","  20.9",",,,0,0,2","","","","","","","","","","","",""
"USC00419268","1983-04","29.185","-99.8325","280.4","UVALDE 3 SW, TX US","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","  24.4",",,,0,0,2","","","  31.1",",,,0,0,2","  13.3",",,,0,0,2","  21.1",",,,0,0,2","  19.1",",,,0,0,2","  27.5",",,,0,0,2","","","","","","","","","","","",""
"USC00419268","1983-05","29.185","-99.8325","280.4","UVALDE 3 SW, TX US","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","  26.1",",,,0,0,2","","","  33.9",",,,0,0,2","  19.4",",,,0,0,2","  24.4",",,,0,0,2","  23.5",",,,0,0,2","  30.6",",,,0,0,2","","","","","","","","","","","",""
"USC00419268","1983-06","29.185","-99.8325","280.4","UVALDE 3 SW, TX US","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","  29.4","1,,,0,0,2","","","  37.2","1,,,0,0,2","  16.7","1,,,0,0,2","  27.2","1,,,0,0,2","  24.9","1,,,0,0,2","  32.8","1,,,0,0,2","","","","","","","","","","","",""
"USC00419268","1983-07","29.185","-99.8325","280.4","UVALDE 3 SW, TX US","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","  30.6",",,,0,0,2","","","  41.1",",,,0,0,2","  25.0",",,,0,0,2","  30.6",",,,0,0,2","  27.9",",,,0,0,2","  35.6",",,,0,0,2","","","","","","","","","","","",""
"USC00419268","1983-08","29.185","-99.8325","280.4","UVALDE 3 SW, TX US","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","  30.6",",,,0,0,2","","","  38.3",",,,0,0,2","  25.0",",,,0,0,2","  30.6",",,,0,0,2","  29.0",",,,0,0,2","  36.6",",,,0,0,2","","","","","","","","","","","",""
"USC00419268","1983-09","29.185","-99.8325","280.4","UVALDE 3 SW, TX US","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","  30.6",",,,0,0,2","","","  38.3",",,,0,0,2","  19.4",",,,0,0,2","  28.9",",,,0,0,2","  26.3",",,,0,0,2","  34.0",",,,0,0,2","","","","","","","","","","","",""
"USC00419268","1983-10","29.185","-99.8325","280.4","UVALDE 3 SW, TX US","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","  28.3","1,,,0,0,2","","","  36.1","1,,,0,0,2","  19.4","1,,,0,0,2","  25.0","1,,,0,0,2","  22.8","1,,,0,0,2","  28.0","1,,,0,0,2","","","","","","","","","","","",""
"USC00419268","1983-11","29.185","-99.8325","280.4","UVALDE 3 SW, TX US","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","  23.3",",,,0,0,2","","","  26.7",",,,0,0,2","  12.2",",,,0,0,2","  15.6",",,,0,0,2","  17.3",",,,0,0,2","  22.3",",,,0,0,2","","","","","","","","","","","",""
"USC00419268","1983-12","29.185","-99.8325","280.4","UVALDE 3 SW, TX US","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","  15.6",",,,0,0,2","","","  21.1",",,,0,0,2","   4.4",",,,0,0,2","   6.7",",,,0,0,2","  10.8",",,,0,0,2","  14.3",",,,0,0,2","","","","","","","","","","","",""
"USC00419268","1984-01","29.185","-99.8325","280.4","UVALDE 3 SW, TX US","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","  12.8",",,,0,0,2","","","  17.2",",,,0,0,2","   3.9",",,,0,0,2","   8.3",",,,0,0,2","   9.0",",,,0,0,2","  12.6",",,,0,0,2","","","","","","","","","","","",""
"USC00419268","1984-02","29.185","-99.8325","280.4","UVALDE 3 SW, TX US","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","  16.1","1,,,0,0,2","","","  21.7","1,,,0,0,2","   8.9","1,,,0,0,2","  12.2","1,,,0,0,2","  12.4","1,,,0,0,2","  17.7","1,,,0,0,2","","","","","","","","","","","",""
"USC00419268","1984-03","29.185","-99.8325","280.4","UVALDE 3 SW, TX US","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","  21.7",",,,0,0,2","","","  30.0",",,,0,0,2","  11.7",",,,0,0,2","  16.7",",,,0,0,2","  16.8",",,,0,0,2","  22.7",",,,0,0,2","","","","","","","","","","","",""
"USC00419268","1984-04","29.185","-99.8325","280.4","UVALDE 3 SW, TX US","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","  25.0",",,,0,0,2","","","  31.1",",,,0,0,2","  18.3",",,,0,0,2","  23.9",",,,0,0,2","  20.9",",,,0,0,2","  27.3",",,,0,0,2","","","","","","","","","","","",""
"USC00419268","1984-05","29.185","-99.8325","280.4","UVALDE 3 SW, TX US","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","  28.3",",,,0,0,2","","","  33.9",",,,0,0,2","  22.8",",,,0,0,2","  25.6",",,,0,0,2","  25.0",",,,0,0,2","  30.9",",,,0,0,2","","","","","","","","","","","",""
"USC00419268","1984-06","29.185","-99.8325","280.4","UVALDE 3 SW, TX US","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","  31.1",",,,0,0,2","","","  36.7",",,,0,0,2","  22.8",",,,0,0,2","  30.0",",,,0,0,2","  27.5",",,,0,0,2","  33.0",",,,0,0,2","","","","","","","","","","","",""
"USC00419268","1984-07","29.185","-99.8325","280.4","UVALDE 3 SW, TX US","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","  31.7",",,,0,0,2","","","  37.2",",,,0,0,2","  27.8",",,,0,0,2","  33.3",",,,0,0,2","  29.9",",,,0,0,2","  35.4",",,,0,0,2","","","","","","","","","","","",""
"USC00419268","1984-08","29.185","-99.8325","280.4","UVALDE 3 SW, TX US","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","  31.7",",,,0,0,2","","","  36.7",",,,0,0,2","  27.2",",,,0,0,2","  32.8",",,,0,0,2","  30.1",",,,0,0,2","  35.5",",,,0,0,2","","","","","","","","","","","",""
"USC00419268","1984-09","29.185","-99.8325","280.4","UVALDE 3 SW, TX US","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","  30.0",",,,0,0,2","","","  36.7",",,,0,0,2","  21.1",",,,0,0,2","  24.4",",,,0,0,2","  27.1",",,,0,0,2","  32.6",",,,0,0,2","","","","","","","","","","","",""
"USC00419268","1984-10","29.185","-99.8325","280.4","UVALDE 3 SW, TX US","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","  25.0",",,,0,0,2","","","  30.6",",,,0,0,2","  18.3",",,,0,0,2","  18.9",",,,0,0,2","  22.2",",,,0,0,2","  26.1",",,,0,0,2","","","","","","","","","","","",""
"USC00419268","1984-11","29.185","-99.8325","280.4","UVALDE 3 SW, TX US","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","  23.3","1,,,0,0,2","","","  30.6","1,,,0,0,2","   8.9","1,,,0,0,2","  13.9","1,,,0,0,2","  15.9","1,,,0,0,2","  20.7","1,,,0,0,2","","","","","","","","","","","",""
"USC00419268","1984-12","29.185","-99.8325","280.4","UVALDE 3 SW, TX US","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","  18.3",",,,0,0,2","","","  21.7",",,,0,0,2","   7.8",",,,0,0,2","  12.2",",,,0,0,2","  14.2",",,,0,0,2","  17.6",",,,0,0,2","","","","","","","","","","","",""
"USC00419268","1985-01","29.185","-99.8325","280.4","UVALDE 3 SW, TX US","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","  14.4",",,,0,0,2","","","  19.4",",,,0,0,2","   2.2",",,,0,0,2","   3.9",",,,0,0,2","   6.6",",,,0,0,2","  12.3",",,,0,0,2","","","","","","","","","","","",""
"USC00419268","1985-02","29.185","-99.8325","280.4","UVALDE 3 SW, TX US","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","  16.7",",,,0,0,2","","","  24.4",",,,0,0,2","   2.2",",,,0,0,2","   5.6",",,,0,0,2","   8.8",",,,0,0,2","  15.4",",,,0,0,2","","","","","","","","","","","",""
"USC00419268","1985-03","29.185","-99.8325","280.4","UVALDE 3 SW, TX US","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","  20.0",",,,0,0,2","","","  29.4",",,,0,0,2","  12.2",",,,0,0,2","  15.6",",,,0,0,2","  15.4",",,,0,0,2","  22.9",",,,0,0,2","","","","","","","","","","","",""
"USC00419268","1985-04","29.185","-99.8325","280.4","UVALDE 3 SW, TX US","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","  23.9",",,,0,0,2","","","  36.1",",,,0,0,2","  13.3",",,,0,0,2","  18.9",",,,0,0,2","  19.2",",,,0,0,2","  28.8",",,,0,0,2","","","","","","","","","","","",""
"USC00419268","1985-06","29.185","-99.8325","280.4","UVALDE 3 SW, TX US","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","  31.1",",,,0,0,2","","","  40.0",",,,0,0,2","  20.0",",,,0,0,2","  27.8",",,,0,0,2","  25.8",",,,0,0,2","  34.2",",,,0,0,2","","","","","","","","","","","",""
"USC00419268","1985-07","29.185","-99.8325","280.4","UVALDE 3 SW, TX US","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","  29.4",",,,0,0,2","","","  38.9",",,,0,0,2","  22.8",",,,0,0,2","  26.7",",,,0,0,2","  26.4",",,,0,0,2","  34.9",",,,0,0,2","","","","","","","","","","","",""
"USC00419268","1985-08","29.185","-99.8325","280.4","UVALDE 3 SW, TX US","","","370.8",",0","2",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","31",",0","","","19850829",",,0","19850831","+,,0","19850831","+,,0","","","19850826",",,0","19850820","+,,0","19.4",",0,29,","0",",,0,31,+","0",",,0,31,+","3.3",",,0,26,","38.9",",0,20,+","","","","","","","0.0",",0","","","","","","","","","","","3.6",",,,0","0",",,,0","30.29",",0","37.56",",,,0","23.03",",,,0","",""
"USC00419268","1985-09","29.185","-99.8325","280.4","UVALDE 3 SW, TX US","","","257.2","1,0","9",",0","6",",0","1",",0","0",",0","0",",0","0","1,0","0","1,0","0",",0","30",",0","22",",0","","","19850930",",1,0","19850930","+,,0","19850930","+,,0","","","19850929",",,0","19850905",",,0","10.6","1,0,30,","0",",,0,30,+","0",",,0,30,+","56.9",",,0,29,","39.4",",0,05,","","","","","  30.6",",,,0,0,2","0.0",",0","  39.4",",,,0,0,2","  18.9",",,,0,0,2","  28.3",",,,0,0,2","  25.6",",,,0,0,2","  34.5",",,,0,0,2","101.7",",,,0","0",",,,0","27.16","1,0","34.00",",,,0","20.33","1,,,0","",""
"USC00419268","1985-10","29.185","-99.8325","280.4","UVALDE 3 SW, TX US","","","100.5","3,0","6",",0","5",",0","1",",0","0",",0","0",",0","0","3,0","0","3,0","0",",0","29",",0","5",",0","","","19851001",",3,0","19851031","+,,0","19851031","+,,0","","","19851020",",,0","19851014","+,,0","8.3","3,0,01,","0",",,0,31,+","0",",,0,31,+","161.0",",,0,20,","32.8",",0,14,+","","","","","  25.0",",,,0,0,2","8.6",",0","  30.6",",,,0,0,2","  16.1",",,,0,0,2","  22.2",",,,0,0,2","  20.1",",,,0,0,2","  26.8",",,,0,0,2","193.6",",,,0","0",",,,0","21.75","3,0","27.34",",,,0","16.15","3,,,0","",""
"USC00419268","1985-11","29.185","-99.8325","280.4","UVALDE 3 SW, TX US","","","34.2","4,0","11",",0","2",",0","0",",0","0",",0","0",",0","0","4,0","0","4,0","0",",0","24",",0","0",",0","","","19851103",",4,0","19851130","+,,0","19851130","+,,0","","","19851102",",,0","19851113","+,,0","3.9","4,0,03,","0",",,0,30,+","0",",,0,30,+","15.7",",,0,02,","28.9",",0,13,+","","","","","  22.2","1,,,0,0,2","61.9",",0","  29.4","1,,,0,0,2","  12.2","1,,,0,0,2","  15.6","1,,,0,0,2","  16.6","1,,,0,0,2","  22.1","1,,,0,0,2","38.2",",,,0","0",",,,0","17.43","4,0","22.81",",,,0","12.04","4,,,0","",""
"USC00419268","1985-12","29.185","-99.8325","280.4","UVALDE 3 SW, TX US","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","  15.6","1,,,0,0,2","","","  21.1","1,,,0,0,2","   3.9","1,,,0,0,2","  10.6","1,,,0,0,2","   8.9","1,,,0,0,2","  16.5","1,,,0,0,2","","","","","","","","","","","",""
"USC00419268","1986-01","29.185","-99.8325","280.4","UVALDE 3 SW, TX US","0.0","0","0.0","1,0","3",",0","3",",0","1",",0","","","","","0","1,0","10","1,0","0",",0","12",",0","0",",0","","","19860112","+,1,0","","","","","","","19860108",",,0","19860130",",,0","-1.7","1,0,12,+","","","","","25.4",",,0,08,","27.2",",0,30,","","","","","  12.2",",,,0,0,2","221.4",",0","  20.6",",,,0,0,2","   5.0",",,,0,0,2","   7.8",",,,0,0,2","   8.9",",,,0,0,2","  16.4",",,,0,0,2","35.6",",,,0","","","10.96","1,0","19.06",",,,0","2.85","1,,,0","",""
"USC00419268","1986-02","29.185","-99.8325","280.4","UVALDE 3 SW, TX US","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","  18.3",",,,0,0,2","","","  26.7",",,,0,0,2","   7.2",",,,0,0,2","  10.6",",,,0,0,2","  12.7",",,,0,0,2","  20.9",",,,0,0,2","","","","","","","","","","","",""
"USC00419268","1986-03","29.185","-99.8325","280.4","UVALDE 3 SW, TX US","","","24.5","3,0","4",",0","3",",0","0",",0","0",",0","0",",0","0","3,0","1","3,0","0",",0","30",",0","0",",0","","","19860301",",3,0","19860331","+,,0","19860331","+,,0","","","19860315",",,0","19860310",",,0","0.0","3,0,01,","0",",,0,31,+","0",",,0,31,+","7.4",",,0,15,","31.7",",0,10,","","","","","  19.4",",,,0,0,2","58.5",",0","  28.9",",,,0,0,2","  12.8",",,,0,0,2","  21.1",",,,0,0,2","  15.5",",,,0,0,2","  25.5",",,,0,0,2","14.2",",,,0","0",",,,0","17.27","3,0","26.17",",,,0","8.38","3,,,0","",""
"USC00419268","1986-04","29.185","-99.8325","280.4","UVALDE 3 SW, TX US","","","97.4","3,0","5",",0","3",",0","1",",0","0",",0","0",",0","0","2,0","0","2,0","0","1,0","28","1,0","2","1,0","","","19860422","+,2,0","19860430","+,,0","19860430","+,,0","","","19860404",",,0","19860413",",1,0","10.0","2,0,22,+","0",",,0,30,+","0",",,0,30,+","41.1",",,0,04,","36.1","1,0,13,","","","","","","","2.2","1,0","","","","","","","","","","","63.0",",,,0","0",",,,0","21.68","3,0","27.56","1,,,0","15.80","2,,,0","",""
"USC00419268","1986-05","29.185","-99.8325","280.4","UVALDE 3 SW, TX US","","","150.6","1,0","11",",0","6",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0","1,0","30","1,0","7","1,0","","","19860518",",,0","19860531","+,,0","19860531","+,,0","","","19860510",",,0","19860523","+,1,0","10.0",",0,18,","0",",,0,31,+","0",",,0,31,+","24.9",",,0,10,","33.9","1,0,23,+","","","","","  24.4",",,,0,0,2","0.5","1,0","  35.0",",,,0,0,2","  18.9",",,,0,0,2","  23.3",",,,0,0,2","  22.1",",,,0,0,2","  30.1",",,,0,0,2","88.2",",,,0","0",",,,0","23.23","1,0","29.22","1,,,0","17.24",",,,0","",""
"USC00419268","1986-06","29.185","-99.8325","280.4","UVALDE 3 SW, TX US","","","230.8","2,0","7",",0","7",",0","1",",0","0",",0","0",",0","0","2,0","0","2,0","0",",0","30",",0","18",",0","","","19860617",",2,0","19860630","+,,0","19860630","+,,0","","","19860617",",,0","19860630","+,,0","17.2","2,0,17,","0",",,0,30,+","0",",,0,30,+","57.4",",,0,17,","35.6",",0,30,+","","","","","  31.7",",,,0,0,2","0.0",",0","  37.8",",,,0,0,2","  22.2",",,,0,0,2","  25.6",",,,0,0,2","  25.5",",,,0,0,2","  34.4",",,,0,0,2","118.3",",,,0","0",",,,0","26.55","2,0","32.19",",,,0","20.90","2,,,0","",""
"USC00419268","1986-07","29.185","-99.8325","280.4","UVALDE 3 SW, TX US","","","341.2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","31",",0","","","19860709","+,,0","19860731","+,,0","19860731","+,,0","","","19860731","+,,0","19860729",",,0","18.3",",0,09,+","0",",,0,31,+","0",",,0,31,+","0.0",",,0,31,+","40.0",",0,29,","","","0.0","0","  30.0",",,,0,0,2","0.0",",0","  41.7",",,,0,0,2","  26.7",",,,0,0,2","  36.7",",,,0,0,2","  28.1",",,,0,0,2","  38.8",",,,0,0,2","0.0",",,,0","0",",,,0","29.34",",0","37.08",",,,0","21.60",",,,0","",""
"USC00419268","1986-08","29.185","-99.8325","280.4","UVALDE 3 SW, TX US","","","320.3","1,0","2",",0","2",",0","0",",0","0",",0","0",",0","0","1,0","0","1,0","0",",0","31",",0","27",",0","","","19860823",",1,0","19860831","+,,0","19860831","+,,0","","","19860822",",,0","19860820",",,0","18.3","1,0,23,","0",",,0,31,+","0",",,0,31,+","16.0",",,0,22,","41.7",",0,20,","","","0.0","0","  30.6",",,,0,0,2","0.0",",0","  43.3",",,,0,0,2","  23.3",",,,0,0,2","  30.6",",,,0,0,2","  28.3",",,,0,0,2","  38.6",",,,0,0,2","24.9",",,,0","0",",,,0","28.93","1,0","35.97",",,,0","21.89","1,,,0","",""
