"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","DYNT","DYNT_ATTRIBUTES","DYSD","DYSD_ATTRIBUTES","DYSN","DYSN_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","DYXP","DYXP_ATTRIBUTES","DYXT","DYXT_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HN01","HN01_ATTRIBUTES","HN02","HN02_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","HX01","HX01_ATTRIBUTES","HX02","HX02_ATTRIBUTES","LN01","LN01_ATTRIBUTES","LN02","LN02_ATTRIBUTES","LX01","LX01_ATTRIBUTES","LX02","LX02_ATTRIBUTES","MN01","MN01_ATTRIBUTES","MN02","MN02_ATTRIBUTES","MX01","MX01_ATTRIBUTES","MX02","MX02_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","WSFG","WSFG_ATTRIBUTES"
"USC00155097","1935-05","37.1318","-86.1481","231.6","MAMMOTH CAVE, KY US","","","32.5",",6","14",",6","11",",6","1",",6","0",",6","0",",6","0",",6","0",",6","0",",6","22",",6","0",",6","","","19350525",",,6","19350531","+,,6","19350531","+,,6","","","19350520",",,6","19350513",",,6","3.3",",6,25,","0",",,6,31,+","0",",,6,31,+","39.4",",,6,20,","29.4",",6,13,","","","","","","","75.1",",6","","","","","","","","","","","","","","","","","","","","","183.7",",,,6","0",",,,6","16.96",",6","23.27",",,,6","10.65",",,,6","",""
"USC00155097","1935-06","37.1318","-86.1481","231.6","MAMMOTH CAVE, KY US","","","81.4","1,6","11",",6","9",",6","4",",6","","","","","0","1,6","0","1,6","0","1,6","29","1,6","1","1,6","","","19350610","+,1,6","","","","","","","19350621",",,6","19350630",",1,6","6.7","1,6,10,+","","","","","53.6",",,6,21,","33.3","1,6,30,","","","","","","","12.7","1,6","","","","","","","","","","","","","","","","","","","","","230.8",",,,6","","","20.70","1,6","26.59","1,,,6","14.82","1,,,6","",""
"USC00155097","1935-07","37.1318","-86.1481","231.6","MAMMOTH CAVE, KY US","","","228.7",",6","12",",6","12",",6","0",",6","","","","","0",",6","0",",6","0",",6","31",",6","17",",6","","","19350715",",,6","","","","","","","19350706",",,6","19350708",",,6","13.9",",6,15,","","","","","24.1",",,6,06,","36.7",",6,08,","0.0","6","","","","","0.0",",6","","","","","","","","","","","","","","","","","","","","","131.4",",,,6","","","25.71",",6","32.01",",,,6","19.41",",,,6","",""
"USC00155097","1935-08","37.1318","-86.1481","231.6","MAMMOTH CAVE, KY US","","","211.1","2,6","12",",6","5",",6","0",",6","","","","","0","2,6","0","2,6","0","2,6","29","2,6","17","2,6","","","19350829",",2,6","","","","","","","19350813",",,6","19350808",",2,6","10.0","2,6,29,","","","","","13.2",",,6,13,","36.7","2,6,08,","0.3","6","","","","","0.3","2,6","","","","","","","","","","","","","","","","","","","","","57.4",",,,6","","","25.60","2,6","32.05","2,,,6","19.16","2,,,6","",""
"USC00155097","1935-09","37.1318","-86.1481","231.6","MAMMOTH CAVE, KY US","","","","","5",",6","2",",6","1",",6","","","","","","","","","","","","","","","","","","","","","","","","","19350905",",,6","","","","","","","","","77.7",",,6,05,","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","83.6",",,,6","","","","","","","","","",""
"USC00155097","1935-10","37.1318","-86.1481","231.6","MAMMOTH CAVE, KY US","","","18.9",",6","","","","","","","","","","","0",",6","5",",6","0",",6","21",",6","0",",6","","","19351007",",,6","","","","","","","","","19351014",",,6","-3.9",",6,07,","","","","","","","31.1",",6,14,","","","","","","","125.0",",6","","","","","","","","","","","","","","","","","","","","","","","","","14.91",",6","22.25",",,,6","7.56",",,,6","",""
"USC00155097","1935-11","37.1318","-86.1481","231.6","MAMMOTH CAVE, KY US","","","3.3","2,6","14",",6","8",",6","1",",6","","","","","0","2,6","8","2,6","1",",6","5",",6","0",",6","","","19351124",",2,6","","","","","","","19351110",",,6","19351101",",,6","-10.0","2,6,24,","","","","","34.5",",,6,10,","28.9",",6,01,","","","","","","","271.3",",6","","","","","","","","","","","","","","","","","","","","","113.2",",,,6","","","8.72","2,6","13.76",",,,6","3.68","2,,,6","",""
"USC00155097","1935-12","37.1318","-86.1481","231.6","MAMMOTH CAVE, KY US","","","0.0","1,6","13",",6","5",",6","0",",6","","","","","2","1,6","24","1,6","11",",6","0",",6","0",",6","","","19351227",",1,6","","","","","","","19351208",",,6","19351209",",,6","-20.0","1,6,27,","","","","","25.1",",,6,08,","15.6",",6,09,","","","","","","","595.5",",6","","","","","","","","","","","","","","","","","","","","","66.1",",,,6","","","-1.44","1,6","2.60",",,,6","-5.48","1,,,6","",""
"USC00155097","1936-01","37.1318","-86.1481","231.6","MAMMOTH CAVE, KY US","0.0","6","0.0",",6","13",",6","5",",6","1",",6","","","1",",6","5",",6","22",",6","12",",6","0",",6","0",",6","","","19360127",",,6","","","19360119",",,6","","","19360106",",,6","19360115","+,,6","-23.3",",6,27,","","","109",",,6,19,","39.4",",,6,06,","13.3",",6,15,+","","","","","","","632.1",",6","","","","","","","","","","","","","","","","","","","","","93.6",",,,6","140",",,,6","-2.06",",6","2.26",",,,6","-6.38",",,,6","",""
"USC00155097","1936-02","37.1318","-86.1481","231.6","MAMMOTH CAVE, KY US","0.0","6","0.0",",6","12",",6","5",",6","0",",6","","","2",",6","2",",6","24",",6","12",",6","1",",6","0",",6","","","19360218",",,6","","","19360202",",,6","","","19360204",",,6","19360227",",,6","-21.1",",6,18,","","","76",",,6,02,","15.0",",,6,04,","22.2",",6,27,","","","","","","","534.3",",6","","","","","","","","","","","","","","","","","","","","","56.5",",,,6","117",",,,6","-0.09",",6","5.46",",,,6","-5.64",",,,6","",""
"USC00155097","1936-03","37.1318","-86.1481","231.6","MAMMOTH CAVE, KY US","1.1","6","1.1",",6","11",",6","7",",6","3",",6","","","","","0",",6","9",",6","0",",6","10",",6","0",",6","","","19360306",",,6","","","","","","","19360326",",,6","19360330",",,6","-5.0",",6,06,","","","","","45.5",",,6,26,","25.6",",6,30,","","","","","","","228.5",",6","","","","","","","","","","","","","","","","","","","","","157.9",",,,6","","","11.00",",6","17.99",",,,6","4.00",",,,6","",""
"USC00155097","1936-04","37.1318","-86.1481","231.6","MAMMOTH CAVE, KY US","18.9","6","17.8","2,6","15",",6","9",",6","3",",6","","","","","0",",6","8",",6","0","2,6","10","2,6","0","2,6","","","19360408",",,6","","","","","","","19360406",",,6","19360415",",2,6","-6.7",",6,08,","","","","","35.1",",,6,06,","30.0","2,6,15,","","","","","","","211.3","2,6","","","","","","","","","","","","","","","","","","","","","148.4",",,,6","","","11.43","2,6","18.06","2,,,6","4.79",",,,6","",""
"USC00155097","1936-05","37.1318","-86.1481","231.6","MAMMOTH CAVE, KY US","101.5","6","82.6","1,6","6",",6","5",",6","0",",6","","","","","0","1,6","0","1,6","0",",6","30",",6","3",",6","","","19360515",",1,6","","","","","","","19360517",",,6","19360528","+,,6","3.3","1,6,15,","","","","","11.4",",,6,17,","33.3",",6,28,+","","","","","","","25.5",",6","","","","","","","","","","","","","","","","","","","","","34.5",",,,6","","","20.26","1,6","28.48",",,,6","12.04","1,,,6","",""
"USC00155097","1936-06","37.1318","-86.1481","231.6","MAMMOTH CAVE, KY US","270.8","6","169.3",",6","5",",6","2",",6","0",",6","","","","","0",",6","0",",6","0",",6","30",",6","19",",6","","","19360625","+,,6","","","","","","","19360630",",,6","19360629",",,6","7.8",",6,25,+","","","","","6.6",",,6,30,","40.6",",6,29,","","","","","","","0.5",",6","","","","","","","","","","","","","","","","","","","","","16.0",",,,6","","","23.96",",6","33.51",",,,6","14.41",",,,6","",""
"USC00155097","1936-07","37.1318","-86.1481","231.6","MAMMOTH CAVE, KY US","533.9","6","263.1",",6","13",",6","11",",6","0",",6","","","","","0",",6","0",",6","0",",6","31",",6","22",",6","","","19360731",",,6","","","","","","","19360701",",,6","19360714","+,,6","11.7",",6,31,","","","","","21.3",",,6,01,","40.6",",6,14,+","0.0","6","","","","","0.0",",6","","","","","","","","","","","","","","","","","","","","","100.8",",,,6","","","26.82",",6","33.98",",,,6","19.66",",,,6","",""
"USC00155097","1936-08","37.1318","-86.1481","231.6","MAMMOTH CAVE, KY US","800.4","6","266.5",",6","","","","","","","","","","","0",",6","0",",6","0",",6","31",",6","23",",6","","","19360831",",,6","","","","","","","","","19360827",",,6","7.2",",6,31,","","","","","","","40.6",",6,27,","0.0","6","","","","","0.0",",6","","","","","","","","","","","","","","","","","","","","","","","","","26.93",",6","34.63",",,,6","19.23",",,,6","",""
"USC00155097","1936-09","37.1318","-86.1481","231.6","MAMMOTH CAVE, KY US","956.1","6","155.7","3,6","9",",6","6",",6","1",",6","","","","","0","2,6","0","2,6","0","1,6","29","1,6","15","1,6","","","19360925",",2,6","","","","","","","19360924",",,6","19360912",",1,6","7.2","2,6,25,","","","","","72.4",",,6,24,","38.9","1,6,12,","4.2","6","","","","","4.2","1,6","","","","","","","","","","","","","","","","","","","","","132.8",",,,6","","","24.00","3,6","30.95","1,,,6","17.06","2,,,6","",""
"USC00155097","1936-10","37.1318","-86.1481","231.6","MAMMOTH CAVE, KY US","975.0","6","18.9","2,6","","","","","","","","","","","0",",6","3",",6","0","2,6","17","2,6","0","2,6","","","19361028",",,6","","","","","","","","","19361005",",2,6","-3.9",",6,28,","","","","","","","30.6","2,6,05,","146.4","6","","","","","142.2","2,6","","","","","","","","","","","","","","","","","","","","","","","","","14.00","2,6","20.00","2,,,6","7.99",",,,6","",""
"USC00155097","1936-11","37.1318","-86.1481","231.6","MAMMOTH CAVE, KY US","978.6","6","3.6","5,6","5",",6","3",",6","2",",6","","","0",",6","0","2,6","20","2,6","2","4,6","2","4,6","0","4,6","","","19361129",",2,6","","","19361127",",,6","","","19361103",",,6","19361102",",4,6","-11.7","2,6,29,","","","10",",,6,27,","41.4",",,6,03,","26.1","4,6,02,","480.5","6","","","","","334.1","4,6","","","","","","","","","","","","","","","","","","","","","87.1",",,,6","15",",,,6","4.70","5,6","10.80","4,,,6","-1.39","2,,,6","",""
"USC00155097","1936-12","37.1318","-86.1481","231.6","MAMMOTH CAVE, KY US","978.6","6","0.0","2,6","12",",6","10",",6","3",",6","","","0",",6","0","2,6","21","2,6","3",",6","0",",6","0",",6","","","19361213",",2,6","","","19361219",",,6","","","19361206",",,6","19361206",",,6","-12.2","2,6,13,","","","15",",,6,19,","71.4",",,6,06,","19.4",",6,06,","934.9","6","","","","","454.4",",6","","","","","","","","","","","","","","","","","","","","","184.4",",,,6","15",",,,6","2.65","2,6","7.33",",,,6","-2.03","2,,,6","",""
"USC00155097","1937-01","37.1318","-86.1481","231.6","MAMMOTH CAVE, KY US","0.0","6","0.0",",6","20",",6","17",",6","9",",6","","","","","0",",6","15",",6","0",",6","0",",6","0",",6","","","19370123",",,6","","","","","","","19370117",",,6","19370121","+,,6","-6.7",",6,23,","","","","","66.8",",,6,17,","20.6",",6,21,+","1319.4","6","","","","","384.5",",6","","","","","","","","","","","","","","","","","","","","","534.2",",,,6","","","5.93",",6","11.29",",,,6","0.57",",,,6","",""
"USC00155097","1937-02","37.1318","-86.1481","231.6","MAMMOTH CAVE, KY US","0.0","6","0.0","1,6","16",",6","7",",6","0",",6","","","1",",6","0","1,6","19","1,6","2",",6","1",",6","0",",6","","","19370211","+,1,6","","","19370228",",,6","","","19370218","+,,6","19370208",",,6","-11.7","1,6,11,+","","","64",",,6,28,","10.2",",,6,18,+","23.3",",6,08,","1734.2","6","","","","","414.8",",6","","","","","","","","","","","","","","","","","","","","","61.6",",,,6","79",",,,6","2.96","1,6","8.27",",,,6","-2.35","1,,,6","",""
"USC00155097","1937-03","37.1318","-86.1481","231.6","MAMMOTH CAVE, KY US","0.0","6","0.0",",6","10",",6","5",",6","0",",6","","","","","0",",6","19",",6","1",",6","3",",6","0",",6","","","19370317",",,6","","","","","","","19370315",",,6","19370324","+,,6","-9.4",",6,17,","","","","","15.2",",,6,15,","21.7",",6,24,+","2135.3","6","","","","","401.1",",6","","","","","","","","","","","","","","","","","","","","","51.5",",,,6","","","5.39",",6","12.00",",,,6","-1.21",",,,6","",""
"USC00155097","1937-04","37.1318","-86.1481","231.6","MAMMOTH CAVE, KY US","7.5","6","7.5","2,6","13",",6","8",",6","0",",6","","","","","0","1,6","5","1,6","0","2,6","13","2,6","0","2,6","","","19370412",",1,6","","","","","","","19370405",",,6","19370404",",2,6","-3.9","1,6,12,","","","","","21.3",",,6,05,","30.0","2,6,04,","2296.1","6","","","","","160.8","2,6","","","","","","","","","","","","","","","","","","","","","116.6",",,,6","","","12.85","2,6","19.69","2,,,6","6.02","1,,,6","",""
"USC00155097","1937-05","37.1318","-86.1481","231.6","MAMMOTH CAVE, KY US","54.4","6","46.9",",6","12",",6","7",",6","1",",6","","","","","0",",6","0",",6","0",",6","24",",6","4",",6","","","19370508",",,6","","","","","","","19370502",",,6","19370531","+,,6","2.8",",6,08,","","","","","30.5",",,6,02,","34.4",",6,31,+","2359.0","6","","","","","62.9",",6","","","","","","","","","","","","","","","","","","","","","91.9",",,,6","","","17.82",",6","24.88",",,,6","10.75",",,,6","",""
"USC00155097","1937-06","37.1318","-86.1481","231.6","MAMMOTH CAVE, KY US","182.6","6","128.2",",6","13",",6","7",",6","1",",6","","","","","0",",6","0",",6","0",",6","30",",6","7",",6","","","19370612",",,6","","","","","","","19370610",",,6","19370626",",,6","7.8",",6,12,","","","","","26.2",",,6,10,","33.9",",6,26,","2361.5","6","","","","","2.5",",6","","","","","","","","","","","","","","","","","","","","","95.3",",,,6","","","22.52",",6","29.38",",,,6","15.67",",,,6","",""
"USC00155097","1937-07","37.1318","-86.1481","231.6","MAMMOTH CAVE, KY US","331.8","6","149.2","1,6","9",",6","6",",6","2",",6","","","","","0","1,6","0","1,6","0","1,6","30","1,6","10","1,6","","","19370702","+,1,6","","","","","","","19370705",",,6","19370716","+,1,6","6.1","1,6,02,+","","","","","37.8",",,6,05,","35.0","1,6,16,+","5.6","6","","","","","5.6","1,6","","","","","","","","","","","","","","","","","","","","","94.7",",,,6","","","23.12","1,6","30.59","1,,,6","15.66","1,,,6","",""
"USC00155097","1937-09","37.1318","-86.1481","231.6","MAMMOTH CAVE, KY US","","","67.7","3,6","","","","","","","","","","","0","3,6","0","3,6","0","1,6","19","1,6","4","1,6","","","19370928","+,3,6","","","","","","","","","19370901",",1,6","0.6","3,6,28,+","","","","","","","33.9","1,6,01,","","","","","","","78.4","1,6","","","","","","","","","","","","","","","","","","","","","","","","","18.16","3,6","24.49","1,,,6","11.83","3,,,6","",""
"USC00155097","1937-10","37.1318","-86.1481","231.6","MAMMOTH CAVE, KY US","","","16.1","1,6","11",",6","10",",6","1",",6","","","","","0",",6","7",",6","0","1,6","6","1,6","0","1,6","","","19371015",",,6","","","","","","","19371018",",,6","19371006",",1,6","-5.0",",6,15,","","","","","31.8",",,6,18,","29.4","1,6,06,","","","","","","","219.5","1,6","","","","","","","","","","","","","","","","","","","","","100.2",",,,6","","","11.43","1,6","16.85","1,,,6","6.00",",,,6","",""
"USC00155097","1937-11","37.1318","-86.1481","231.6","MAMMOTH CAVE, KY US","","","0.0",",6","9",",6","6",",6","0",",6","","","0",",6","0",",6","17",",6","3",",6","0",",6","0",",6","","","19371122",",,6","","","19371119",",,6","","","19371109",",,6","19371101",",,6","-13.9",",6,22,","","","10",",,6,19,","21.1",",,6,09,","20.6",",6,01,","","","","","","","403.6",",6","","","","","","","","","","","","","","","","","","","","","63.7",",,,6","16",",,,6","4.88",",6","10.15",",,,6","-0.39",",,,6","",""
"USC00155097","1937-12","37.1318","-86.1481","231.6","MAMMOTH CAVE, KY US","","","0.0",",6","15",",6","8",",6","1",",6","","","0",",6","0",",6","20",",6","4",",6","0",",6","0",",6","","","19371211","+,,6","","","19371206","+,,6","","","19371217",",,6","19371216","+,,6","-16.1",",6,11,+","","","3",",,6,06,+","35.6",",,6,17,","18.3",",6,16,+","","","","","","","489.2",",6","","","","","","","","","","","","","","","","","","","","","101.3",",,,6","6",",,,6","2.55",",6","7.86",",,,6","-2.76",",,,6","",""
"USC00155097","1938-01","37.1318","-86.1481","231.6","MAMMOTH CAVE, KY US","0.0","6","0.0","1,6","","","","","","","","","1",",6","2","1,6","24","1,6","3","1,6","0","1,6","0","1,6","","","19380127",",1,6","","","19380125",",,6","","","","","19380117",",1,6","-19.4","1,6,27,","","","25",",,6,25,","","","17.2","1,6,17,","","","","","","","464.7","1,6","","","","","","","","","","","","","","","","","","","","","","","33",",,,6","2.84","1,6","9.64","1,,,6","-3.96","1,,,6","",""
"USC00155097","1938-02","37.1318","-86.1481","231.6","MAMMOTH CAVE, KY US","0.3","6","0.3","1,6","14",",6","11",",6","0",",6","","","","","0",",6","14",",6","1","1,6","5","1,6","0","1,6","","","19380201",",,6","","","","","","","19380220","+,,6","19380212",",1,6","-11.7",",6,01,","","","","","20.3",",,6,20,+","24.4","1,6,12,","","","","","","","267.9","1,6","","","","","","","","","","","","","","","","","","","","","104.4",",,,6","","","8.25","1,6","14.43","1,,,6","2.06",",,,6","",""
"USC00155097","1938-03","37.1318","-86.1481","231.6","MAMMOTH CAVE, KY US","12.3","6","12.0",",6","","","","","","","","","","","0",",6","6",",6","0",",6","20",",6","0",",6","","","19380301",",,6","","","","","","","","","19380328",",,6","-10.6",",6,01,","","","","","","","29.4",",6,28,","","","","","","","167.2",",6","","","","","","","","","","","","","","","","","","","","","","","","","13.33",",6","21.83",",,,6","4.83",",,,6","",""
"USC00155097","1938-04","37.1318","-86.1481","231.6","MAMMOTH CAVE, KY US","34.8","6","22.5","1,6","10",",6","9",",6","0",",6","","","","","0",",6","4",",6","0","1,6","20","1,6","1","1,6","","","19380404","+,,6","","","","","","","19380430",",,6","19380426",",1,6","-4.4",",6,04,+","","","","","11.2",",,6,30,","32.2","1,6,26,","","","","","","","110.0","1,6","","","","","","","","","","","","","","","","","","","","","57.5",",,,6","","","15.26","1,6","23.32","1,,,6","7.20",",,,6","",""
"USC00155097","1938-05","37.1318","-86.1481","231.6","MAMMOTH CAVE, KY US","77.8","6","43.0",",6","17",",6","14",",6","3",",6","","","","","0",",6","0",",6","0",",6","28",",6","0",",6","","","19380509",",,6","","","","","","","19380521",",,6","19380519",",,6","2.2",",6,09,","","","","","28.7",",,6,21,","31.1",",6,19,","","","","","","","50.6",",6","","","","","","","","","","","","","","","","","","","","","164.3",",,,6","","","18.09",",6","25.50",",,,6","10.67",",,,6","",""
"USC00155097","1938-06","37.1318","-86.1481","231.6","MAMMOTH CAVE, KY US","167.2","6","89.4",",6","11",",6","6",",6","1",",6","","","","","0",",6","0",",6","0",",6","30",",6","0",",6","","","19380614",",,6","","","","","","","19380625",",,6","19380615","+,,6","7.2",",6,14,","","","","","29.2",",,6,25,","31.7",",6,15,+","","","","","","","3.9",",6","","","","","","","","","","","","","","","","","","","","","92.3",",,,6","","","21.18",",6","27.76",",,,6","14.60",",,,6","",""
"USC00155097","1938-07","37.1318","-86.1481","231.6","MAMMOTH CAVE, KY US","354.5","6","187.3",",6","12",",6","10",",6","2",",6","","","","","0",",6","0",",6","0",",6","31",",6","8",",6","","","19380705",",,6","","","","","","","19380731",",,6","19380717",",,6","12.8",",6,05,","","","","","63.5",",,6,31,","35.6",",6,17,","0.0","6","","","","","0.0",",6","","","","","","","","","","","","","","","","","","","","","205.7",",,,6","","","24.38",",6","30.85",",,,6","17.90",",,,6","",""
"USC00155097","1938-08","37.1318","-86.1481","231.6","MAMMOTH CAVE, KY US","550.1","6","195.6",",6","9",",6","5",",6","2",",6","","","","","0",",6","0",",6","0",",6","31",",6","15",",6","","","19380819",",,6","","","","","","","19380805",",,6","19380824","+,,6","12.8",",6,19,","","","","","79.2",",,6,05,","34.4",",6,24,+","0.0","6","","","","","0.0",",6","","","","","","","","","","","","","","","","","","","","","196.4",",,,6","","","24.64",",6","31.38",",,,6","17.91",",,,6","",""
"USC00155097","1938-09","37.1318","-86.1481","231.6","MAMMOTH CAVE, KY US","632.6","6","82.5","1,6","12",",6","6",",6","2",",6","","","","","0",",6","0",",6","0","1,6","25","1,6","4","1,6","","","19380920",",,6","","","","","","","19380901",",,6","19380908",",1,6","2.8",",6,20,","","","","","63.8",",,6,01,","33.3","1,6,08,","31.2","6","","","","","31.2","1,6","","","","","","","","","","","","","","","","","","","","","152.4",",,,6","","","20.13","1,6","26.94","1,,,6","13.32",",,,6","",""
