"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","AWND","AWND_ATTRIBUTES","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","DYNT","DYNT_ATTRIBUTES","DYSD","DYSD_ATTRIBUTES","DYSN","DYSN_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","DYXP","DYXP_ATTRIBUTES","DYXT","DYXT_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","WSFG","WSFG_ATTRIBUTES"
"USC00107357","2012-04","47.6428","-115.9173","776.3","PRICHARD 3 ESE, ID US","0.0","1,7","0.0","7","0.0","1,7","18","2,Z","12","2,Z","0","2,Z","9","1,7","1","1,7","0","1,7","17","1,7","0","1,7","6","1,7","0","1,7","1","","20120408",",1,7","20120405","+,1,7","20120405",",1,7","","","20120417",",2,Z","20120424",",1,7","-6.7","1,7,08,","203","1,,7,05,+","53","1,,7,05,","15.0","2,,Z,17,","28.9","1,7,24,","3804.9","7","335.6","1,7","90.7",",a,,Z","53","1,,,7","6.76","1,7","13.86","1,,,7","-0.34","1,,,7","8.9","1,7"
"USC00107357","2012-05","47.6428","-115.9173","776.3","PRICHARD 3 ESE, ID US","0.2",",7","0.0","7","0.0",",7","12",",Z","8",",Z","0",",Z","0",",7","0",",7","0",",7","12",",7","0",",7","7",",7","0",",7","","","20120511",",,7","20120531","+,,7","20120531","+,,7","","","20120522",",,Z","20120516",",,7","-4.4",",7,11,","0",",,7,31,+","0",",,7,31,+","21.6",",,Z,22,","31.1",",7,16,","4087.5","7","282.6",",7","93.8",",,,Z","0",",,,7","9.22",",7","17.24",",,,7","1.19",",,,7","9.4",",7"
"USC00107357","2012-06","47.6428","-115.9173","776.3","PRICHARD 3 ESE, ID US","0.1","3,7","4.2","7","4.2","2,7","17","2,7","13","2,7","0","2,7","0","1,7","0","1,7","0","2,7","0","2,7","0","1,7","16","1,7","0","1,7","","","20120607",",2,7","20120630","+,1,7","20120630","+,1,7","1","","20120606",",2,7","20120629","+,1,7","1.7","2,7,07,","0","1,,7,30,+","0","1,,7,30,+","22.1","2,,7,06,","30.6","1,7,29,+","4242.6","7","155.1","1,7","161.9",",a,,7","0","1,,,7","12.97","2,7","20.04","1,,,7","5.91","2,,,7","",""
"USC00107357","2012-07","47.6428","-115.9173","776.3","PRICHARD 3 ESE, ID US","0.1","1,7","52.1","7","47.9","2,7","12","1,7","3","1,7","0","1,7","0","1,7","0","1,7","0","1,7","0","1,7","0","2,7","28","2,7","8","2,7","","","20120704",",1,7","20120731","+,1,7","20120731","+,1,7","","","20120716",",1,7","20120714","+,2,7","1.7","1,7,04,","0","1,,7,31,+","0","1,,7,31,+","23.6","1,,7,16,","35.0","2,7,14,+","31.8","7","31.8","2,7","42.4","1,,,7","0","1,,,7","18.91","2,7","29.14","2,,,7","8.69","1,,,7","",""
"USC00107357","2012-08","47.6428","-115.9173","776.3","PRICHARD 3 ESE, ID US","0.1",",7","71.0","7","18.9",",7","1",",7","1",",7","0",",7","0",",7","0",",7","0",",7","2",",7","0",",7","31",",7","8",",7","","","20120826","+,,7","20120831","+,,7","20120831","+,,7","","","20120822",",,7","20120819",",,7","0.0",",7,26,+","0",",,7,31,+","0",",,7,31,+","5.1",",,7,22,","35.0",",7,19,","80.7","7","48.9",",7","5.1",",,,7","0",",,,7","17.36",",7","29.60",",,,7","5.13",",,,7","",""
"USC00107357","2012-09","47.6428","-115.9173","776.3","PRICHARD 3 ESE, ID US","0.0","1,7","71.0","7","0.0",",7","1",",7","1",",7","0",",7","0",",7","0",",7","0",",7","8",",7","0",",7","27",",7","0",",7","","","20120912",",,7","20120930","+,,7","20120930","+,,7","","","20120911",",,7","20120917",",,7","-3.9",",7,12,","0",",,7,30,+","0",",,7,30,+","2.5",",,7,11,","30.6",",7,17,","241.2","7","160.5",",7","2.5",",,,7","0",",,,7","12.98",",7","25.43",",,,7","0.53",",,,7","",""
"USC00107357","2012-10","47.6428","-115.9173","776.3","PRICHARD 3 ESE, ID US","0.0","4,7","71.0","7","0.0","4,7","16","4,7","10","4,7","0","4,7","0","4,7","0","4,7","0","4,7","21","4,7","0","4,7","3","4,7","0","4,7","","","20121007","+,4,7","20121031","+,4,7","20121021","+,4,7","","","20121018",",4,7","20121002","+,4,7","-7.2","4,7,07,+","0","4,,7,31,+","0","4,T,7,21,+","23.4","4,,7,18,","23.3","4,7,02,+","578.7","7","337.5","4,7","115.1","4,,,7","0","4,T,,7","5.83","4,7","12.81","4,,,7","-1.15","4,,,7","",""
"USC00107357","2012-11","47.6428","-115.9173","776.3","PRICHARD 3 ESE, ID US","0.0","1,7","71.0","7","0.0","1,7","21","1,7","13","1,7","1","1,7","3","1,7","2","1,7","0","1,7","22","1,7","4","1,7","0","1,7","0","1,7","","","20121111",",1,7","20121109",",1,7","20121109",",1,7","","","20121121",",1,7","20121106",",1,7","-6.7","1,7,11,","102","1,,7,09,","102","1,,7,09,","29.5","1,,7,21,","14.4","1,7,06,","1050.1","7","471.4","1,7","132.9","1,,,7","146","1,,,7","2.08","1,7","4.70","1,,,7","-0.54","1,,,7","",""
"USC00107357","2012-12","47.6428","-115.9173","776.3","PRICHARD 3 ESE, ID US","0.0",",7","71.0","7","0.0",",7","18",",7","10",",7","0",",7","23","2,7","8","1,7","0",",7","26",",7","14",",7","0",",7","0",",7","","","20121210","+,,7","20121229","+,2,7","20121207",",1,7","","","20121203",",,7","20121205",",,7","-7.2",",7,10,+","356","2,,7,29,+","124","1,,7,07,","20.8",",,7,03,","7.2",",7,05,","1651.7","7","601.6",",7","110.2",",,,7","597","1,,,7","-1.07",",7","0.95",",,,7","-3.10",",,,7","",""
"USC00107357","2013-01","47.6428","-115.9173","776.3","PRICHARD 3 ESE, ID US","0.0",",7","0.0","7","0.0",",7","16",",7","6",",7","0",",7","31",",7","10",",7","0",",7","31",",7","24",",7","0",",7","0",",7","","","20130104","+,,7","20130130","+,,7","20130129",",,7","","","20130124",",,7","20130125","+,,7","-15.0",",7,04,+","457",",,7,30,+","91",",,7,29,","23.1",",,7,24,","3.3",",7,25,+","2354.4","7","702.7",",7","68.3",",,,7","505",",,,7","-4.33",",7","-1.35",",,,7","-7.32",",,,7","",""
"USC00107357","2013-02","47.6428","-115.9173","776.3","PRICHARD 3 ESE, ID US","0.0",",7","0.0","7","0.0",",7","12",",7","7",",7","0",",7","28",",7","3",",7","0",",7","28",",7","2",",7","0",",7","0",",7","","","20130221",",,7","20130228","+,,7","20130222",",,7","","","20130223",",,7","20130216",",,7","-8.3",",7,21,","381",",,7,28,+","107",",,7,22,","10.9",",,7,23,","7.2",",7,16,","2875.6","7","521.2",",7","48.6",",,,7","244",",,,7","-0.28",",7","2.62",",,,7","-3.18",",,,7","",""
"USC00107357","2013-03","47.6428","-115.9173","776.3","PRICHARD 3 ESE, ID US","0.1",",7","0.0","7","0.0",",7","19",",7","14",",7","0",",7","26",",7","5",",7","0",",7","30",",7","0",",7","0",",7","0",",7","","","20130325","+,,7","20130301",",,7","20130318",",,7","","","20130321",",,7","20130331",",,7","-9.4",",7,25,+","305",",,7,01,","99",",,7,18,","16.3",",,7,21,","16.7",",7,31,","3404.5","7","528.9",",7","92.2",",,,7","347",",,,7","1.27",",7","6.22",",,,7","-3.67",",,,7","",""
"USC00107357","2013-04","47.6428","-115.9173","776.3","PRICHARD 3 ESE, ID US","0.1",",7","0.0","7","0.0",",7","16",",7","10",",7","0",",7","0",",7","0",",7","0",",7","24",",7","0",",7","2",",7","0",",7","","","20130417",",,7","20130430","+,,7","20130414","+,,7","","","20130420",",,7","20130428","+,,7","-7.8",",7,17,","0",",,7,30,+","5",",,7,14,+","16.3",",,7,20,","22.2",",7,28,+","3807.5","7","403.0",",7","103.2",",,,7","10",",,,7","4.90",",7","12.03",",,,7","-2.23",",,,7","",""
"USC00107357","2013-05","47.6428","-115.9173","776.3","PRICHARD 3 ESE, ID US","0.0",",7","0.3","7","0.3",",7","13",",7","9",",7","0",",7","0","1,7","0",",7","0",",7","10",",7","0",",7","12",",7","0",",7","","","20130502",",,7","20130531","+,1,7","20130531","+,,7","","","20130522",",,7","20130512","+,,7","-3.9",",7,02,","0","1,,7,31,+","0",",,7,31,+","24.1",",,7,22,","30.0",",7,12,+","4041.5","7","234.0",",7","67.1",",,,7","0",",,,7","10.79",",7","19.78",",,,7","1.81",",,,7","",""
"USC00107357","2013-06","47.6428","-115.9173","776.3","PRICHARD 3 ESE, ID US","0.1",",7","6.1","7","5.8",",7","13",",7","9",",7","0",",7","0",",7","0",",7","0",",7","2",",7","0",",7","18",",7","1",",7","","","20130615","+,,7","20130630","+,,7","20130630","+,,7","","","20130620",",,7","20130629",",,7","0.0",",7,15,+","0",",,7,30,+","0",",,7,30,+","18.8",",,7,20,","32.2",",7,29,","4172.5","7","131.0",",7","78.6",",,,7","0",",,,7","14.16",",7","22.61",",,,7","5.71",",,,7","",""
"USC00107357","2013-07","47.6428","-115.9173","776.3","PRICHARD 3 ESE, ID US","0.0","1,7","39.7","7","33.6","1,7","2","1,7","0","1,7","0","1,7","0","1,7","0","1,7","0","1,7","0","1,7","0","1,7","30","1,7","11","1,7","","","20130712",",1,7","20130731","+,1,7","20130731","+,1,7","","","20130717",",1,7","20130702",",1,7","2.2","1,7,12,","0","1,,7,31,+","0","1,,7,31,+","1.3","1,,7,17,","36.7","1,7,02,","22.5","7","22.5","1,7","1.8","1,,,7","0","1,,,7","18.70","1,7","31.02","1,,,7","6.38","1,,,7","",""
"USC00107357","2013-08","47.6428","-115.9173","776.3","PRICHARD 3 ESE, ID US","0.0",",7","67.5","7","27.8",",7","6",",7","4",",7","0",",7","0",",7","0",",7","0",",7","0",",7","0",",7","30",",7","6",",7","","","20130821",",,7","20130831","+,,7","20130831","+,,7","","","20130802",",,7","20130810","+,,7","2.8",",7,21,","0",",,7,31,+","0",",,7,31,+","22.9",",,7,02,","32.8",",7,10,+","44.7","7","22.2",",7","60.8",",,,7","0",",,,7","18.51",",7","29.08",",,,7","7.94",",,,7","",""
"USC00107357","2013-09","47.6428","-115.9173","776.3","PRICHARD 3 ESE, ID US","0.1",",7","79.7","7","12.2",",7","14",",7","11",",7","1",",7","0",",7","0",",7","0",",7","1",",7","0",",7","17",",7","7",",7","","","20130927",",,7","20130930","+,,7","20130930","+,,7","","","20130929",",,7","20130914","+,,7","-0.6",",7,27,","0",",,7,30,+","0",",,7,30,+","41.4",",,7,29,","33.3",",7,14,+","188.3","7","143.6",",7","142.9",",,,7","0",",,,7","13.95",",7","21.59",",,,7","6.32",",,,7","",""
"USC00107357","2013-10","47.6428","-115.9173","776.3","PRICHARD 3 ESE, ID US","0.1","2,7","79.7","7","0.0","1,7","8",",7","2",",7","0",",7","0",",7","0",",7","0","1,7","24","1,7","0","1,7","0","1,7","0","1,7","","","20131031","+,1,7","20131031","+,,7","20131031",",,7","","","20131002",",,7","20131008",",1,7","-7.2","1,7,31,+","0",",,7,31,+","3",",,7,31,","12.7",",,7,02,","16.1","1,7,08,","597.4","7","409.1","1,7","26.8",",,,7","3",",,,7","4.70","1,7","10.83","1,,,7","-1.44","1,,,7","",""
"USC00107357","2013-11","47.6428","-115.9173","776.3","PRICHARD 3 ESE, ID US","0.0","2,7","79.7","7","0.0","2,7","18","2,7","12","2,7","1","2,7","15","3,7","5","2,7","0","2,7","25","2,7","8","2,7","0","2,7","0","2,7","","","20131124","+,2,7","20131117",",3,7","20131116",",2,7","","","20131107",",2,7","20131115","+,2,7","-12.2","2,7,24,+","127","3,,7,17,","102","2,,7,16,","35.6","2,,7,07,","7.2","2,7,15,+","1131.7","7","534.3","2,7","139.4","2,,,7","241","2,,,7","-0.75","2,7","2.42","2,,,7","-3.92","2,,,7","",""
"USC00107357","2013-12","47.6428","-115.9173","776.3","PRICHARD 3 ESE, ID US","0.0",",7","79.7","7","0.0",",7","13",",7","6",",7","1",",7","31",",7","7",",7","3",",7","31",",7","22",",7","0",",7","0",",7","","","20131208","+,,7","20131222","+,,7","20131209","+,,7","","","20131202",",,7","20131203","+,,7","-21.7",",7,08,+","279",",,7,22,+","152",",,7,09,+","39.1",",,7,02,","3.3",",7,03,+","1866.9","7","735.2",",7","93.8",",,,7","606",",,,7","-5.38",",7","-2.35",",,,7","-8.42",",,,7","",""
"USC00107357","2014-01","47.6428","-115.9173","776.3","PRICHARD 3 ESE, ID US","","","0.0","7","0.0",",7","11",",7","7",",7","1",",7","29","2,7","7","1,7","0",",7","31",",7","12",",7","0",",7","0",",7","","","20140107","+,,7","20140131",",2,7","20140131",",1,7","","","20140111",",,7","20140114",",,7","-15.0",",7,07,+","559","2,,7,31,","183","1,,7,31,","35.3",",,7,11,","6.1",",7,14,","2519.2","7","652.3",",7","102.5",",,,7","629","1,,,7","-2.71",",7","0.68",",,,7","-6.10",",,,7","",""
"USC00107357","2014-02","47.6428","-115.9173","776.3","PRICHARD 3 ESE, ID US","0.7",",7","0.0","7","0.0",",7","19",",7","15",",7","1",",7","28",",7","12",",7","7",",7","28",",7","13",",7","0",",7","0",",7","","","20140207","+,,7","20140225",",,7","20140224",",,7","","","20140211",",,7","20140214","+,,7","-28.9",",7,07,+","914",",,7,25,","305",",,7,24,","31.5",",,7,11,","6.7",",7,14,+","3189.6","7","670.4",",7","176.0",",,,7","1154",",,,7","-5.61",",7","-0.90",",,,7","-10.33",",,,7","",""
"USC00107357","2014-03","47.6428","-115.9173","776.3","PRICHARD 3 ESE, ID US","0.3",",7","0.0","7","0.0","2,7","23",",7","20",",7","4",",7","29","2,7","3","1,7","0","2,7","29","2,7","3",",7","0",",7","0",",7","","","20140302","+,2,7","20140303",",2,7","20140303",",1,7","","","20140306",",,7","20140326",",,7","-13.9","2,7,02,+","1118","2,,7,03,","254","1,,7,03,","31.8",",,7,06,","13.9",",7,26,","3705.6","7","516.0",",7","252.7",",,,7","369","1,,,7","0.67","2,7","5.20",",,,7","-3.87","2,,,7","",""
"USC00107357","2014-04","47.6428","-115.9173","776.3","PRICHARD 3 ESE, ID US","0.5","1,7","0.0","7","0.0","2,7","16","1,7","13","1,7","0","1,7","9","1,7","0","1,7","0","2,7","24","2,7","0","1,7","0","1,7","0","1,7","","","20140415","+,2,7","20140401",",1,7","20140423",",1,7","","","20140418",",1,7","20140410","+,1,7","-6.1","2,7,15,+","178","1,,7,01,","3","1,,7,23,","18.3","1,,7,18,","19.4","1,7,10,+","4082.7","7","377.1","1,7","106.5","1,,,7","3","1,,,7","4.96","2,7","11.99","1,,,7","-2.08","2,,,7","",""
"USC00107357","2014-05","47.6428","-115.9173","776.3","PRICHARD 3 ESE, ID US","0.2","4,7","0.0","7","0.0","4,7","11","2,7","8","2,7","0","2,7","0","2,7","0","2,7","0","3,7","9","3,7","0","4,7","14","4,7","0","4,7","","","20140508","+,3,7","20140531","+,2,7","20140531","+,2,7","","","20140510",",2,7","20140524",",4,7","-2.8","3,7,08,+","0","2,,7,31,+","0","2,,7,31,+","15.2","2,,7,10,","27.2","4,7,24,","4286.2","7","203.5","4,7","73.1","2,,,7","0","2,,,7","10.80","4,7","20.55","4,,,7","1.04","3,,,7","",""
"USC00107357","2014-06","47.6428","-115.9173","776.3","PRICHARD 3 ESE, ID US","0.3","4,7","0.8","7","0.8","5,7","15","2,7","10","2,7","0","2,7","0","4,7","0","4,7","0","5,7","2","5,7","0","4,7","15","4,7","0","4,7","","","20140606",",5,7","20140630","+,4,7","20140630","+,4,7","","","20140618",",2,7","20140624",",4,7","-0.6","5,7,06,","0","4,,7,30,+","0","4,,7,30,+","24.6","2,,7,18,","30.0","4,7,24,","4419.2","7","133.0","4,7","80.9","2,,,7","0","4,,,7","13.17","5,7","21.05","4,,,7","5.29","5,,,7","",""
"USC00107357","2014-07","47.6428","-115.9173","776.3","PRICHARD 3 ESE, ID US","0.1",",7","43.7","7","42.9",",7","6",",7","4",",7","0",",7","0",",7","0",",7","0",",7","0",",7","0",",7","30",",7","9",",7","","","20140726",",,7","20140731","+,,7","20140731","+,,7","","","20140724",",,7","20140714",",,7","3.9",",7,26,","0",",,7,31,+","0",",,7,31,+","13.5",",,7,24,","36.1",",7,14,","17.0","7","17.0",",7","25.2",",,,7","0",",,,7","19.17",",7","30.01",",,,7","8.33",",,,7","",""
"USC00107357","2014-08","47.6428","-115.9173","776.3","PRICHARD 3 ESE, ID US","0.2",",7","83.0","7","39.3",",7","9",",7","3",",7","0",",7","0","2,7","0",",7","0",",7","0",",7","0",",7","31",",7","11",",7","","","20140826","+,,7","20140831","+,2,7","20140831","+,,7","","","20140820",",,7","20140812",",,7","2.8",",7,26,+","0","2,,7,31,+","0",",,7,31,+","4.6",",,7,20,","36.7",",7,12,","53.6","7","36.6",",7","17.6",",,,7","0",",,,7","18.42",",7","29.40",",,,7","7.45",",,,7","",""
"USC00107357","2014-09","47.6428","-115.9173","776.3","PRICHARD 3 ESE, ID US","0.1",",7","83.0","7","0.0","1,7","8",",7","4",",7","0",",7","0",",7","0",",7","0",",7","6",",7","0","1,7","21","1,7","0","1,7","","","20140913","+,,7","20140930","+,,7","20140930","+,,7","","","20140904",",,7","20140922",",1,7","-4.4",",7,13,+","0",",,7,30,+","0",",,7,30,+","8.4",",,7,04,","30.6","1,7,22,","220.1","7","166.5","1,7","26.3",",,,7","0",",,,7","12.74","1,7","23.23","1,,,7","2.25",",,,7","",""
"USC00107357","2014-10","47.6428","-115.9173","776.3","PRICHARD 3 ESE, ID US","0.0",",7","83.0","7","0.0",",7","17",",7","8",",7","0",",7","0",",7","0",",7","0",",7","5",",7","0",",7","5",",7","0",",7","","","20141004","+,,7","20141031","+,,7","20141031","+,,7","","","20141024",",,7","20141008",",,7","-3.9",",7,04,+","0",",,7,31,+","0",",,7,31,+","13.5",",,7,24,","25.6",",7,08,","536.4","7","316.3",",7","78.8",",,,7","0",",,,7","8.13",",7","14.52",",,,7","1.74",",,,7","",""
"USC00107357","2014-11","47.6428","-115.9173","776.3","PRICHARD 3 ESE, ID US","0.3",",7","83.0","7","0.0",",7","18",",7","11",",7","1",",7","5",",7","3",",7","0",",7","23",",7","10",",7","0",",7","0",",7","","","20141115",",,7","20141127","+,,7","20141125",",,7","","","20141129",",,7","20141108","+,,7","-17.2",",7,15,","76",",,7,27,+","76",",,7,25,","28.2",",,7,29,","10.6",",7,08,+","1119.7","7","583.3",",7","152.9",",,,7","126",",,,7","-1.11",",7","2.67",",,,7","-4.90",",,,7","",""
"USC00107357","2014-12","47.6428","-115.9173","776.3","PRICHARD 3 ESE, ID US","0.1","1,7","83.0","7","0.0","1,7","18","1,7","13","1,7","1","1,7","9","1,7","5","1,7","2","1,7","27","1,7","12","1,7","0","1,7","0","1,7","","","20141231",",1,7","20141229","+,1,7","20141228",",1,7","","","20141224",",1,7","20141222","+,1,7","-20.0","1,7,31,","406","1,,7,29,+","279","1,,7,28,","40.6","1,,7,24,","5.0","1,7,22,+","1732.1","7","612.4","1,7","159.4","1,,,7","467","1,,,7","-2.08","1,7","0.51","1,,,7","-4.67","1,,,7","",""
"USC00107357","2015-01","47.6428","-115.9173","776.3","PRICHARD 3 ESE, ID US","0.0",",7","0.0","7","0.0",",7","14",",7","14",",7","1",",7","30","1,7","8",",7","2",",7","31",",7","12",",7","0",",7","0",",7","","","20150101",",,7","20150105",",1,7","20150105",",,7","","","20150105",",,7","20150126",",,7","-20.0",",7,01,","660","1,,7,05,","279",",,7,05,","45.0",",,7,05,","5.0",",7,26,","2379.2","7","647.1",",7","144.8",",,,7","675",",,,7","-2.54",",7","0.22",",,,7","-5.30",",,,7","",""
