"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","ADPT","ADPT_ATTRIBUTES","ASLP","ASLP_ATTRIBUTES","ASTP","ASTP_ATTRIBUTES","AWBT","AWBT_ATTRIBUTES","AWND","AWND_ATTRIBUTES","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYNT","DYNT_ATTRIBUTES","DYSD","DYSD_ATTRIBUTES","DYSN","DYSN_ATTRIBUTES","DYXP","DYXP_ATTRIBUTES","DYXT","DYXT_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","RHAV","RHAV_ATTRIBUTES","RHMN","RHMN_ATTRIBUTES","RHMX","RHMX_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","TSUN","TSUN_ATTRIBUTES","WDF2","WDF2_ATTRIBUTES","WDF5","WDF5_ATTRIBUTES","WSF2","WSF2_ATTRIBUTES","WSF5","WSF5_ATTRIBUTES"
"USW00003957","1999-06","37.2839","-98.5528","467.9","MEDICINE LODGE 1 E, KS US","","","","","","","","","4.5",",X","208.6","0","147.0",",0","13",",0","8",",0","1",",0","","","0",",0","0",",0","0",",0","0",",0","28",",0","5",",0","19990617",",,0","","","19990630","+,,0","19990609",",,0","19990627",",,0","9.4",",0,17,","","","0",",,0,30,+","27.7",",,0,09,","36.1",",0,27,","","","7.5",",0","128.3",",,,0","","","","","","","0",",,,0","22.98",",0","28.41",",,,0","17.56",",,,0","","","10",",X","10",",X","21.0",",X","27.3",",X"
"USW00003957","1999-07","37.2839","-98.5528","467.9","MEDICINE LODGE 1 E, KS US","","","","","","","","","4.6",",X","515.3","0","306.7",",0","5",",0","3",",0","1",",0","","","0",",0","0",",0","0",",0","0",",0","31",",0","27",",0","19990711",",,0","","","19990731","+,,0","19990701",",,0","19990730",",,0","13.9",",0,11,","","","0",",,0,31,+","48.3",",,0,01,","41.7",",0,30,","0.0","0","0.0",",0","63.8",",,,0","","","","","","","0",",,,0","28.23",",0","35.11",",,,0","21.34",",,,0","","","330",",X","330",",X","19.7",",X","23.2",",X"
"USW00003957","1999-08","37.2839","-98.5528","467.9","MEDICINE LODGE 1 E, KS US","","","","","","","","","3.9",",X","793.2","0","277.9",",0","9",",0","6",",0","0",",0","","","0",",0","0",",0","0",",0","0",",0","31",",0","24",",0","19990819","+,,0","","","19990831","+,,0","19990822",",,0","19990826",",,0","15.0",",0,19,+","","","0",",,0,31,+","18.8",",,0,22,","40.6",",0,26,","0.0","0","0.0",",0","56.4",",,,0","","","","","","","0",",,,0","27.30",",0","34.46",",,,0","20.13",",,,0","","","60",",X","50",",X","15.2",",X","17.9",",X"
"USW00003957","1999-09","37.2839","-98.5528","467.9","MEDICINE LODGE 1 E, KS US","","","","","","","","","4.1",",X","879.7","0","86.5",",0","9",",0","9",",0","0",",0","","","0",",0","0",",0","0",",0","0",",0","24",",0","7",",0","19990922",",,0","","","19990930","+,,0","19990928",",,0","19990907",",,0","5.0",",0,22,","","","0",",,0,30,+","15.7",",,0,28,","36.1",",0,07,","44.7","0","44.7",",0","65.4",",,,0","","","","","","","0",",,,0","19.73",",0","26.16",",,,0","13.29",",,,0","","","20",",X","30",",X","19.7",",X","22.8",",X"
"USW00003957","1999-10","37.2839","-98.5528","467.9","MEDICINE LODGE 1 E, KS US","","","","","","","","","4.1",",X","895.5","0","15.8",",0","1",",0","1",",0","0",",0","","","0",",0","0",",0","4",",0","0",",0","18",",0","0",",0","19991018",",,0","","","19991031","+,,0","19991008",",,0","19991015",",,0","-2.8",",0,18,","","","0",",,0,31,+","3.8",",,0,08,","31.7",",0,15,","169.5","0","124.8",",0","3.8",",,,0","","","","","","","0",",,,0","14.81",",0","23.27",",,,0","6.36",",,,0","","","30",",X","340",",X","14.3",",X","17.0",",X"
"USW00003957","1999-11","37.2839","-98.5528","467.9","MEDICINE LODGE 1 E, KS US","","","","","","","","","3.9",",X","896.6","0","1.1",",0","1",",0","0",",0","0",",0","","","0",",0","0",",0","12",",0","0",",0","17",",0","0",",0","19991125",",,0","","","19991130","+,,0","19991122",",,0","19991113",",,0","-8.3",",0,25,","","","0",",,0,30,+","0.5",",,0,22,","28.9",",0,13,","386.6","0","217.1",",0","0.5",",,,0","","","","","","","0",",,,0","11.13",",0","20.41",",,,0","1.86",",,,0","","","10",",X","20",",X","14.3",",X","19.2",",X"
"USW00003957","1999-12","37.2839","-98.5528","467.9","MEDICINE LODGE 1 E, KS US","","","","","","","","","4.3",",X","","","","","5",",0","3",",0","0",",0","1",",0","0",",0","","","","","","","","","","","","","19991205",",,0","19991205",",,0","19991204",",,0","","","","","25",",,0,05,","15",",,0,05,","17.8",",,0,04,","","","","","","","26.5",",,,0","","","","","","","15",",,,0","","","","","","","","","340",",X","10",",X","17.0",",X","20.6",",X"
"USW00003957","2000-01","37.2839","-98.5528","467.9","MEDICINE LODGE 1 E, KS US","","","","","","","","","3.6",",X","0.0","0","0.0",",0","3",",0","1",",0","0",",0","","","2",",0","0",",0","29",",0","6",",0","0",",0","0",",0","20000129",",,0","","","20000128",",,0","20000128",",,0","20000119",",,0","-13.3",",0,29,","","","102",",,0,28,","13.5",",,0,28,","20.0",",0,19,","","","529.4",",0","15.6",",,,0","","","","","","","127",",,,0","1.25",",0","8.09",",,,0","-5.58",",,,0","","","340",",X","340",",X","17.9",",X","21.5",",X"
"USW00003957","2000-02","37.2839","-98.5528","467.9","MEDICINE LODGE 1 E, KS US","","","","","","","","","4.7",",X","0.0","0","0.0",",0","4",",0","3",",0","0",",0","0",",0","0",",0","0",",0","19",",0","1",",0","3",",0","0",",0","20000202",",,0","20000229","+,,0","20000229","+,,0","20000225",",,0","20000221",",,0","-12.8",",0,02,","0",",,0,29,+","0",",,0,29,+","24.6",",,0,25,","23.9",",0,21,","","","362.9",",0","59.2",",,,0","","","","","","","0",",,,0","5.82",",0","13.18",",,,0","-1.53",",,,0","","","230",",X","320",",X","16.1",",X","19.2",",X"
"USW00003957","2000-03","37.2839","-98.5528","467.9","MEDICINE LODGE 1 E, KS US","","","","","","","","","4.5",",X","0.0","0","0.0",",0","15",",0","10",",0","3",",0","0",",0","0",",0","0",",0","10",",0","0",",0","6",",0","0",",0","20000316",",,0","20000331","+,,0","20000331","+,,0","20000323",",,0","20000326",",,0","-3.9",",0,16,","0",",,0,31,+","0",",,0,31,+","69.6",",,0,23,","26.1",",0,26,","","","290.8",",0","195.7",",,,0","","","","","","","0",",,,0","8.95",",0","15.05",",,,0","2.85",",,,0","","","20",",X","280",",X","17.4",",X","24.6",",X"
"USW00003957","2000-04","37.2839","-98.5528","467.9","MEDICINE LODGE 1 E, KS US","","","","","","","","","5.1",",X","4.5","0","4.5",",0","6",",0","5",",0","0",",0","","","0",",0","0",",0","2",",0","0",",0","15",",0","1",",0","20000404",",,0","","","20000430","+,,0","20000429",",,0","20000405",",,0","-3.3",",0,04,","","","0",",,0,30,+","10.7",",,0,29,","33.9",",0,05,","","","159.1",",0","38.3",",,,0","","","","","","","0",",,,0","13.18",",0","20.53",",,,0","5.83",",,,0","","","340",",X","330",",X","16.5",",X","20.6",",X"
"USW00003957","2000-05","37.2839","-98.5528","467.9","MEDICINE LODGE 1 E, KS US","","","","","","","","","4.7",",X","102.6","0","98.1",",0","10",",0","5",",0","1",",0","","","0",",0","0",",0","0",",0","0",",0","29",",0","8",",0","20000513",",,0","","","20000531","+,,0","20000525",",,0","20000523",",,0","5.6",",0,13,","","","0",",,0,31,+","45.2",",,0,25,","38.9",",0,23,","","","30.0",",0","95.9",",,,0","","","","","","","0",",,,0","20.53",",0","27.74",",,,0","13.32",",,,0","","","350",",X","360",",X","15.6",",X","19.2",",X"
"USW00003957","2000-06","37.2839","-98.5528","467.9","MEDICINE LODGE 1 E, KS US","","","","","","","","","4.6",",X","254.1","0","151.5",",0","13",",0","8",",0","0",",0","","","0",",0","0",",0","0",",0","0",",0","30",",0","9",",0","20000618",",,0","","","20000630","+,,0","20000613",",,0","20000620","+,,0","9.4",",0,18,","","","0",",,0,30,+","24.4",",,0,13,","34.4",",0,20,+","","","3.3",",0","113.2",",,,0","","","","","","","0",",,,0","23.27",",0","29.26",",,,0","17.28",",,,0","","","200",",X","200",",X","14.3",",X","18.3",",X"
"USW00003957","2000-07","37.2839","-98.5528","467.9","MEDICINE LODGE 1 E, KS US","","","","","","","","","4.1",",X","489.7","0","235.6","3,0","10",",0","5",",0","1",",0","","","0",",0","0","3,0","0","3,0","0","3,0","28","3,0","15","3,0","20000721",",3,0","","","20000731","+,,0","20000716",",,0","20000715",",3,0","16.1","3,0,21,","","","0",",,0,31,+","26.4",",,0,16,","38.9","3,0,15,","0.0","0","0.0","3,0","100.2",",,,0","","","","","","","0",",,,0","26.75","3,0","33.53","3,,,0","19.97","3,,,0","","","50",",X","20",",X","19.2",",X","24.6",",X"
"USW00003957","2000-08","37.2839","-98.5528","467.9","MEDICINE LODGE 1 E, KS US","","","","","","","","","4.0",",X","843.0","0","353.3",",0","1",",0","0",",0","0",",0","","","0",",0","0",",0","0",",0","0",",0","31",",0","30",",0","20000801",",,0","","","20000831","+,,0","20000806",",,0","20000827","+,,0","16.7",",0,01,","","","0",",,0,31,+","0.3",",,0,06,","41.7",",0,27,+","0.0","0","0.0",",0","0.3",",,,0","","","","","","","0",",,,0","29.73",",0","38.22",",,,0","21.24",",,,0","","","200",",X","210",",X","10.7",",X","13.9",",X"
"USW00003957","2000-09","37.2839","-98.5528","467.9","MEDICINE LODGE 1 E, KS US","","","","","","","","","4.9",",X","1036.8","0","193.8",",0","3",",0","0",",0","0",",0","","","0",",0","0",",0","0",",0","0",",0","27",",0","19",",0","20000926",",,0","","","20000930","+,,0","20000923",",,0","20000902",",,0","0.6",",0,26,","","","0",",,0,30,+","2.3",",,0,23,","41.7",",0,02,","35.3","0","35.3",",0","4.4",",,,0","","","","","","","0",",,,0","23.62",",0","32.41",",,,0","14.83",",,,0","","","10",",X","20",",X","14.8",",X","21.5",",X"
"USW00003957","2000-10","37.2839","-98.5528","467.9","MEDICINE LODGE 1 E, KS US","","","","","","","","","4.4",",X","1058.5","0","21.7",",0","11",",0","10",",0","2",",0","0",",0","0",",0","0",",0","2",",0","0",",0","18",",0","3",",0","20001009",",,0","20001031","+,,0","20001031","+,,0","20001024",",,0","20001001",",,0","-6.7",",0,09,","0",",,0,31,+","0",",,0,31,+","79.5",",,0,24,","34.4",",0,01,","127.8","0","92.5",",0","209.5",",,,0","","","","","","","0",",,,0","16.05",",0","21.86",",,,0","10.24",",,,0","","","180",",X","180",",X","14.8",",X","21.9",",X"
"USW00003957","2000-11","37.2839","-98.5528","467.9","MEDICINE LODGE 1 E, KS US","","","","","","","","","3.9",",X","1058.5","0","0.0",",0","3",",0","3",",0","0",",0","","","0",",0","0",",0","23",",0","0",",0","1",",0","0",",0","20001117",",,0","","","20001130","+,,0","20001105",",,0","20001101",",,0","-8.9",",0,17,","","","0",",,0,30,+","13.5",",,0,05,","21.7",",0,01,","549.6","0","421.8",",0","25.9",",,,0","","","","","","","0",",,,0","4.27",",0","10.42",",,,0","-1.88",",,,0","","","190",",X","210",",X","13.9",",X","17.0",",X"
"USW00003957","2000-12","37.2839","-98.5528","467.9","MEDICINE LODGE 1 E, KS US","","","","","","","","","4.5",",X","1058.5","0","0.0",",0","7",",0","1",",0","0",",0","0",",0","0",",0","1",",0","31",",0","10",",0","0",",0","0",",0","20001214",",,0","20001213",",,0","20001213",",,0","20001231",",,0","20001207",",,0","-17.8",",0,14,","0",",T,0,13,","5",",,0,13,","7.6",",,0,31,","15.6",",0,07,","1215.1","0","665.5",",0","13.2",",,,0","","","","","","","5",",,,0","-3.14",",0","2.42",",,,0","-8.69",",,,0","","","350",",X","350",",X","19.2",",X","24.1",",X"
"USW00003957","2001-01","37.2839","-98.5528","467.9","MEDICINE LODGE 1 E, KS US","","","","","","","","","3.6",",X","0.0","0","0.0",",0","8",",0","2",",0","0",",0","2",",0","1",",0","0",",0","29",",0","6",",0","0",",0","0",",0","20010120",",,0","20010129","+,,0","20010128",",,0","20010128",",,0","20010104",",,0","-13.9",",0,20,","25",",,0,29,+","25",",,0,28,","20.1",",,0,28,","16.1",",0,04,","1759.7","0","544.6",",0","32.6",",,,0","","","","","","","48",",,,0","0.76",",0","6.62",",,,0","-5.09",",,,0","","","310",",X","310",",X","14.3",",X","17.9",",X"
"USW00003957","2001-02","37.2839","-98.5528","467.9","MEDICINE LODGE 1 E, KS US","","","","","","","","","4.2",",X","0.0","0","0.0",",0","9",",0","4",",0","0",",0","1",",0","1",",0","0",",0","22",",0","7",",0","0",",0","0",",0","20010210",",,0","20010209",",,0","20010209",",,0","20010223",",,0","20010207","+,,0","-13.9",",0,10,","51",",,0,09,","30",",,0,09,","24.6",",,0,23,","17.8",",0,07,+","2242.7","0","483.0",",0","69.6",",,,0","","","","","","","50",",,,0","1.08",",0","6.71",",,,0","-4.54",",,,0","","","240",",X","260",",X","14.8",",X","20.6",",X"
"USW00003957","2001-03","37.2839","-98.5528","467.9","MEDICINE LODGE 1 E, KS US","","","","","","","","","3.7",",X","0.0","0","0.0",",0","9",",0","4",",0","1",",0","0",",0","0",",0","0",",0","17",",0","0",",0","2",",0","0",",0","20010301",",,0","20010331","+,,0","20010331","+,,0","20010315",",,0","20010321",",,0","-4.4",",0,01,","0",",,0,31,+","0",",,0,31,+","33.0",",,0,15,","22.2",",0,21,","2620.5","0","377.8",",0","66.1",",,,0","","","","","","","0",",,,0","6.15",",0","11.89",",,,0","0.40",",,,0","","","350",",X","350",",X","17.9",",X","23.2",",X"
"USW00003957","2001-04","37.2839","-98.5528","467.9","MEDICINE LODGE 1 E, KS US","","","","","","","","","5.4",",X","15.1","0","15.1",",0","7",",0","2",",0","0",",0","0",",0","0",",0","0",",0","2",",0","0",",0","23",",0","0",",0","20010417","+,,0","20010430","+,,0","20010430","+,,0","20010422",",,0","20010426",",,0","0.0",",0,17,+","0",",,0,30,+","0",",,0,30,+","11.4",",,0,22,","30.6",",0,26,","2710.5","0","90.0",",0","20.4",",,,0","","","","","","","0",",,,0","15.84",",0","23.37",",,,0","8.30",",,,0","","","230",",X","170",",X","22.8",",X","30.8",",X"
"USW00003957","2001-05","37.2839","-98.5528","467.9","MEDICINE LODGE 1 E, KS US","","","","","","","","","4.3",",X","77.9","0","62.8",",0","8",",0","5",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","28",",0","2",",0","20010522",",,0","20010531","+,,0","20010531","+,,0","20010504",",,0","20010516",",,0","3.3",",0,22,","0",",,0,31,+","0",",,0,31,+","51.8",",,0,04,","32.8",",0,16,","2739.1","0","28.6",",0","95.3",",,,0","","","","","","","0",",,,0","19.44",",0","26.38",",,,0","12.49",",,,0","0","4,W","360",",X","340",",X","19.2",",X","21.5",",X"
"USW00003957","2001-06","37.2839","-98.5528","467.9","MEDICINE LODGE 1 E, KS US","","","","","","","","","4.7",",X","260.7","0","182.8","1,0","5",",0","4",",0","2",",0","0",",0","0",",0","0","1,0","0","1,0","0","1,0","29","1,0","16","1,0","20010615","+,1,0","20010630","+,,0","20010630","+,,0","20010605",",,0","20010616","+,1,0","10.6","1,0,15,+","0",",,0,30,+","0",",,0,30,+","43.9",",,0,05,","36.1","1,0,16,+","2739.1","0","0.0","1,0","101.4",",,,0","","","","","","","0",",,,0","24.64","1,0","31.70","1,,,0","17.57","1,,,0","","","200",",X","190",",X","15.6",",X","19.2",",X"
"USW00003957","2001-07","37.2839","-98.5528","467.9","MEDICINE LODGE 1 E, KS US","","","","","","","","","4.2",",X","622.4","0","361.7","1,0","2",",0","0",",0","0",",0","","","0",",0","0","1,0","0","1,0","0",",0","31",",0","29",",0","20010714","+,1,0","","","20010731","+,,0","20010716",",,0","20010723","+,,0","18.9","1,0,14,+","","","0",",,0,31,+","0.8",",,0,16,","42.2",",0,23,+","0.0","0","0.0",",0","1.3",",,,0","","","","","","","0",",,,0","30.42","1,0","38.17",",,,0","22.67","1,,,0","","","30",",X","50",",X","13.0",",X","16.5",",X"
"USW00003957","2001-08","37.2839","-98.5528","467.9","MEDICINE LODGE 1 E, KS US","","","","","","","","","3.6",",X","927.6","0","305.2",",0","6",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","28",",0","20010828","+,,0","20010831","+,,0","20010831","+,,0","20010823",",,0","20010820",",,0","16.1",",0,28,+","0",",,0,31,+","0",",,0,31,+","9.1",",,0,23,","41.7",",0,20,","0.0","0","0.0",",0","16.0",",,,0","","","","","","","0",",,,0","28.18",",0","35.86",",,,0","20.50",",,,0","","","220",",X","220",",X","16.5",",X","21.0",",X"
"USW00003957","2001-09","37.2839","-98.5528","467.9","MEDICINE LODGE 1 E, KS US","","","","","","","","","3.9",",X","1035.1","0","107.5",",0","5",",0","3",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","28",",0","8",",0","20010910",",,0","20010930","+,,0","20010930","+,,0","20010917",",,0","20010904",",,0","6.7",",0,10,","0",",,0,30,+","0",",,0,30,+","49.0",",,0,17,","35.0",",0,04,","10.3","0","10.3",",0","90.9",",,,0","","","","","","","0",",,,0","21.58",",0","28.72",",,,0","14.43",",,,0","","","340",",X","340",",X","17.0",",X","21.9",",X"
"USW00003957","2001-10","37.2839","-98.5528","467.9","MEDICINE LODGE 1 E, KS US","","","","","","","","","4.8",",X","1049.4","0","14.3",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","4",",0","0",",0","23",",0","0",",0","20011027","+,,0","20011031","+,,0","20011031","+,,0","20011031","+,,0","20011004",",,0","-2.2",",0,27,+","0",",,0,31,+","0",",,0,31,+","0.0",",,0,31,+","30.6",",0,04,","129.7","0","119.4",",0","0.0",",,,0","","","","","","","0",",,,0","14.94",",0","23.30",",,,0","6.58",",,,0","0","3,","10",",X","30",",X","19.7",",X","24.6",",X"
"USW00003957","2001-11","37.2839","-98.5528","467.9","MEDICINE LODGE 1 E, KS US","","","","","","","","","4.3",",X","1050.5","0","1.1",",0","4",",0","2",",0","0",",0","0",",0","0",",0","0",",0","10",",0","1",",0","11",",0","0",",0","20011129",",,0","20011130","+,,0","20011130","+,,0","20011118","+,,0","20011106",",,0","-11.1",",0,29,","0",",,0,30,+","0",",,0,30,+","2.8",",,0,18,+","27.2",",0,06,","365.6","0","235.9",",0","7.9",",,,0","","","","","","","0",",,,0","10.51",",0","17.03",",,,0","3.99",",,,0","","","320",",X","320",",W","16.1",",X","21.5",",W"
"USW00003957","2001-12","37.2839","-98.5528","467.9","MEDICINE LODGE 1 E, KS US","","","","","","","","","4.1",",X","1050.5","0","0.0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","26",",0","1",",0","1",",0","0",",0","20011229","+,,0","20011231","+,,0","20011231","+,,0","20011231","+,,0","20011202",",,0","-12.2",",0,29,+","0",",,0,31,+","0",",,0,31,+","0.0",",,0,31,+","22.8",",0,02,","817.1","0","451.5",",0","0.0",",,,0","","","","","","","0",",,,0","3.77",",0","11.59",",,,0","-4.05",",,,0","","","340",",X","320",",Z","15.6",",X","19.7",",Z"
