"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","AWND","AWND_ATTRIBUTES","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","DYHF","DYHF_ATTRIBUTES","DYNT","DYNT_ATTRIBUTES","DYSD","DYSD_ATTRIBUTES","DYSN","DYSN_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","DYXP","DYXP_ATTRIBUTES","DYXT","DYXT_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","WDFG","WDFG_ATTRIBUTES","WSFG","WSFG_ATTRIBUTES"
"JAW00043324","1955-07","34.13725","132.24286","0.0","IWAKUNI, JA","","","417.8","X","254.0",",X","13",",X","10",",X","4",",X","0",",X","0",",X","0",",X","0",",X","0",",X","31",",X","4",",X","13","","","","19550707",",,X","19550731","+,,X","19550731","+,,X","1","","19550705",",,X","19550729","+,,X","20.0",",X,07,","0",",,X,31,+","0",",,X,31,+","68.6",",,X,05,","32.2",",X,29,+","0.0","X","0.0",",X","216.9",",,,X","0",",,,X","26.53",",X","29.66",",,,X","23.40",",,,X","","","",""
"JAW00043324","1955-08","34.13725","132.24286","0.0","IWAKUNI, JA","","","700.2","X","282.4",",X","6",",X","4",",X","1",",X","0",",X","0",",X","0",",X","0",",X","0",",X","31",",X","12",",X","7","","","","19550825",",,X","19550831","+,,X","19550831","+,,X","1","","19550828",",,X","19550802",",,X","20.0",",X,25,","0",",,X,31,+","0",",,X,31,+","27.9",",,X,28,","35.6",",X,02,","0.0","X","0.0",",X","59.0",",,,X","0",",,,X","27.44",",X","31.31",",,,X","23.57",",,,X","","","",""
"JAW00043324","1955-09","34.13725","132.24286","0.0","IWAKUNI, JA","","","863.1","X","162.9",",X","10",",X","10",",X","1",",X","0",",X","0",",X","0",",X","0",",X","0",",X","30",",X","0",",X","15","","","","19550925",",,X","19550930","+,,X","19550930","+,,X","2","","19550930",",,X","19550913",",,X","16.1",",X,25,","0",",,X,30,+","0",",,X,30,+","80.5",",,X,30,","31.7",",X,13,","0.0","X","0.0",",X","199.5",",,,X","0",",,,X","23.76",",X","27.34",",,,X","20.18",",,,X","","","",""
"JAW00043324","1955-10","34.13725","132.24286","0.0","IWAKUNI, JA","","","892.8","X","29.7",",X","7",",X","5",",X","2",",X","0",",X","0",",X","0",",X","0",",X","0",",X","20",",X","0",",X","11","","","","19551022",",,X","19551031","+,,X","19551031","+,,X","","","19551004",",,X","19551001",",,X","8.3",",X,22,","0",",,X,31,+","0",",,X,31,+","167.6",",,X,04,","27.2",",X,01,","47.0","X","47.0",",X","243.7",",,,X","0",",,,X","17.78",",X","21.95",",,,X","13.60",",,,X","","","",""
"JAW00043324","1955-11","34.13725","132.24286","0.0","IWAKUNI, JA","","","892.8","X","0.0",",X","6",",X","5",",X","1",",X","0",",X","0",",X","0",",X","0",",X","0",",X","0",",X","0",",X","4","","","","19551117","+,,X","19551130","+,,X","19551130","+,,X","","","19551121",",,X","19551105",",,X","3.3",",X,17,+","0",",,X,30,+","0",",,X,30,+","26.2",",,X,21,","20.6",",X,05,","256.1","X","209.1",",X","54.7",",,,X","0",",,,X","11.36",",X","16.21",",,,X","6.52",",,,X","","","",""
"JAW00043324","1955-12","34.13725","132.24286","0.0","IWAKUNI, JA","","","892.8","X","0.0",",X","4",",X","1",",X","0",",X","0",",X","0",",X","0",",X","1",",X","0",",X","0",",X","0",",X","4","","","","19551223",",,X","19551231","+,,X","19551217",",,X","","","19551220",",,X","19551206",",,X","0.0",",X,23,","0",",,X,31,+","0",",T,X,17,","21.1",",,X,20,","18.9",",X,06,","556.6","X","300.5",",X","23.9",",,,X","0",",T,,X","8.64",",X","13.37",",,,X","3.91",",,,X","","","",""
"JAW00043324","1956-01","34.13725","132.24286","0.0","IWAKUNI, JA","","","0.0","X","0.0",",X","11",",X","5",",X","1",",X","0",",X","0",",X","0",",X","15",",X","0",",X","0",",X","0",",X","10","","","","19560110",",,X","19560124",",,X","19560128",",,X","","","19560118",",,X","19560105",",,X","-3.3",",X,10,","0",",T,X,24,","10",",,X,28,","47.0",",,X,18,","15.0",",X,05,","970.2","X","413.6",",X","90.1",",,,X","13",",,,X","4.99",",X","8.71",",,,X","1.27",",,,X","","","",""
"JAW00043324","1956-02","34.13725","132.24286","0.0","IWAKUNI, JA","","","0.0","X","0.0",",X","9",",X","4",",X","1",",X","1",",X","2",",X","0",",X","13",",X","0",",X","0",",X","0",",X","8","","","","19560223","+,,X","19560212",",,X","19560212",",,X","","","19560212",",,X","19560207",",,X","-1.7",",X,23,+","178",",,X,12,","216",",,X,12,","25.7",",,X,12,","15.0",",X,07,","1372.9","X","402.7",",X","46.2",",,,X","292",",,,X","4.45",",X","8.42",",,,X","0.48",",,,X","","","",""
"JAW00043324","1956-03","34.13725","132.24286","0.0","IWAKUNI, JA","","","0.0","X","0.0",",X","16",",X","13",",X","3",",X","0",",X","0",",X","0",",X","5",",X","0",",X","1",",X","0",",X","23","","","","19560313",",,X","19560331","+,,X","19560312","+,,X","","","19560316",",,X","19560325",",,X","-1.7",",X,13,","0",",,X,31,+","3",",,X,12,+","36.1",",,X,16,","21.1",",X,25,","1680.2","X","307.3",",X","193.9",",,,X","6",",,,X","8.42",",X","12.08",",,,X","4.76",",,,X","","","",""
"JAW00043324","1956-04","34.13725","132.24286","0.0","IWAKUNI, JA","","","2.8","X","2.8",",X","10",",X","8",",X","3",",X","0",",X","0",",X","0",",X","0",",X","0",",X","5",",X","0",",X","11","","","","19560406","+,,X","19560430","+,,X","19560430","+,,X","","","19560419",",,X","19560415",",,X","2.8",",X,06,+","0",",,X,30,+","0",",,X,30,+","51.6",",,X,19,","26.1",",X,15,","1838.6","X","158.4",",X","153.7",",,,X","0",",,,X","13.15",",X","17.60",",,,X","8.69",",,,X","","","",""
"JAW00043324","1956-05","34.13725","132.24286","0.0","IWAKUNI, JA","","","10.7","X","7.9",",X","19",",X","14",",X","3",",X","0",",X","0",",X","0",",X","0",",X","0",",X","13",",X","0",",X","23","","","","19560503",",,X","19560531","+,,X","19560531","+,,X","","","19560530",",,X","19560530",",,X","8.3",",X,03,","0",",,X,31,+","0",",,X,31,+","39.1",",,X,30,","25.6",",X,30,","1891.4","X","52.8",",X","232.2",",,,X","0",",,,X","16.89",",X","20.27",",,,X","13.50",",,,X","","","",""
"JAW00043324","1956-06","34.13725","132.24286","0.0","IWAKUNI, JA","","","109.2","X","98.5",",X","14",",X","14",",X","5",",X","0",",X","0",",X","0",",X","0",",X","0",",X","29",",X","0",",X","22","","","","19560610",",,X","19560630","+,,X","19560630","+,,X","2","","19560630",",,X","19560621",",,X","13.3",",X,10,","0",",,X,30,+","0",",,X,30,+","69.9",",,X,30,","30.0",",X,21,","1891.4","X","0.0",",X","391.7",",,,X","0",",,,X","21.62",",X","24.92",",,,X","18.31",",,,X","","","",""
"JAW00043324","1956-07","34.13725","132.24286","0.0","IWAKUNI, JA","","","359.7","X","250.5",",X","12",",X","9",",X","2",",X","0",",X","0",",X","0",",X","0",",X","0",",X","31",",X","10",",X","16","","","","19560703",",,X","19560731","+,,X","19560731","+,,X","4","","19560703",",,X","19560731","+,,X","19.4",",X,03,","0",",,X,31,+","0",",,X,31,+","122.9",",,X,03,","33.9",",X,31,+","0.0","X","0.0",",X","217.0",",,,X","0",",,,X","26.41",",X","29.78",",,,X","23.05",",,,X","","","",""
"JAW00043324","1956-08","34.13725","132.24286","0.0","IWAKUNI, JA","","","599.5","X","239.8",",X","12",",X","9",",X","4",",X","0",",X","0",",X","0",",X","0",",X","0",",X","31",",X","13",",X","13","","","","19560819",",,X","19560831","+,,X","19560831","+,,X","2","","19560817",",,X","19560803",",,X","17.2",",X,19,","0",",,X,31,+","0",",,X,31,+","78.2",",,X,17,","35.6",",X,03,","0.0","X","0.0",",X","264.0",",,,X","0",",,,X","26.07",",X","29.70",",,,X","22.44",",,,X","","","",""
"JAW00043324","1956-09","34.13725","132.24286","0.0","IWAKUNI, JA","","","755.9","X","156.4",",X","16",",X","12",",X","3",",X","0",",X","0",",X","0",",X","0",",X","0",",X","29",",X","1",",X","22","","","","19560928",",,X","19560930","+,,X","19560930","+,,X","1","","19560916",",,X","19560906",",,X","12.8",",X,28,","0",",,X,30,+","0",",,X,30,+","50.8",",,X,16,","32.2",",X,06,","0.0","X","0.0",",X","223.6",",,,X","0",",,,X","23.55",",X","26.76",",,,X","20.34",",,,X","","","",""
"JAW00043324","1956-10","34.13725","132.24286","0.0","IWAKUNI, JA","","","789.6","X","33.7",",X","9",",X","8",",X","1",",X","0",",X","0",",X","0",",X","0",",X","0",",X","20",",X","0",",X","17","","","","19561027","+,,X","19561031","+,,X","19561031","+,,X","1","","19561030",",,X","19561005",",,X","9.4",",X,27,+","0",",,X,31,+","0",",,X,31,+","43.9",",,X,30,","27.8",",X,05,","32.3","X","32.3",",X","92.0",",,,X","0",",,,X","18.38",",X","22.19",",,,X","14.57",",,,X","","","",""
"JAW00043324","1956-11","34.13725","132.24286","0.0","IWAKUNI, JA","","","789.6","X","0.0",",X","3",",X","1",",X","1",",X","0",",X","0",",X","0",",X","0",",X","0",",X","1",",X","0",",X","11","","","","19561128",",,X","19561130","+,,X","19561130",",,X","","","19561110",",,X","19561111",",,X","1.7",",X,28,","0",",,X,30,+","0",",T,X,30,","43.4",",,X,10,","22.2",",X,11,","242.5","X","210.2",",X","44.5",",,,X","0",",T,,X","11.33",",X","15.91",",,,X","6.74",",,,X","","","",""
"JAW00043324","1956-12","34.13725","132.24286","0.0","IWAKUNI, JA","","","789.6","X","0.0",",X","2",",X","2",",X","0",",X","0",",X","0",",X","0",",X","12",",X","0",",X","0",",X","0",",X","4","","","","19561225",",,X","19561231","+,,X","19561224","+,,X","","","19561207","+,,X","19561203",",,X","-1.7",",X,25,","0",",,X,31,+","0",",T,X,24,+","3.3",",,X,07,+","15.0",",X,03,","644.6","X","402.1",",X","6.6",",,,X","0",",T,,X","5.36",",X","9.45",",,,X","1.27",",,,X","","","",""
"JAW00043324","1957-01","34.13725","132.24286","0.0","IWAKUNI, JA","","","0.0","X","0.0",",X","10",",X","6",",X","0",",X","0",",X","0",",X","0",",X","5",",X","0",",X","0",",X","0",",X","13","","","","19570120","+,,X","19570131","+,,X","19570131","+,,X","","","19570110",",,X","19570127","+,,X","-1.1",",X,20,+","0",",,X,31,+","0",",T,X,31,+","17.8",",,X,10,","15.6",",X,27,+","1018.0","X","373.4",",X","72.8",",,,X","0",",T,,X","6.29",",X","10.09",",,,X","2.48",",,,X","","","",""
"JAW00043324","1957-02","34.13725","132.24286","0.0","IWAKUNI, JA","","","0.0","X","0.0",",X","7",",X","4",",X","1",",X","0",",X","0",",X","0",",X","12",",X","0",",X","0",",X","0",",X","16","","","","19570211",",,X","19570228","+,,X","19570220","+,,X","","","19570207",",,X","19570226","+,,X","-3.9",",X,11,","0",",,X,28,+","0",",T,X,20,+","28.2",",,X,07,","12.2",",X,26,+","1399.4","X","381.4",",X","70.7",",,,X","0",",T,,X","4.71",",X","8.33",",,,X","1.09",",,,X","","","",""
"JAW00043324","1957-03","34.13725","132.24286","0.0","IWAKUNI, JA","","","0.0","X","0.0",",X","9",",X","4",",X","0",",X","0",",X","0",",X","0",",X","5",",X","0",",X","0",",X","0",",X","17","","","","19570315",",,X","19570331","+,,X","19570315","+,,X","1","","19570308",",,X","19570330",",,X","-1.1",",X,15,","0",",,X,31,+","0",",T,X,15,+","22.9",",,X,08,","17.2",",X,30,","1745.3","X","345.9",",X","38.4",",,,X","0",",T,,X","7.18",",X","11.27",",,,X","3.08",",,,X","","","",""
"JAW00043324","1957-04","34.13725","132.24286","0.0","IWAKUNI, JA","","","6.4","X","6.4",",X","13",",X","10",",X","2",",X","0",",X","0",",X","0",",X","0",",X","0",",X","7",",X","0",",X","13","","","","19570403",",,X","19570430","+,,X","19570430","+,,X","","","19570419",",,X","19570423",",,X","1.7",",X,03,","0",",,X,30,+","0",",,X,30,+","74.4",",,X,19,","26.1",",X,23,","1861.1","X","115.8",",X","239.0",",,,X","0",",,,X","14.69",",X","18.93",",,,X","10.44",",,,X","","","",""
"JAW00043324","1957-05","34.13725","132.24286","0.0","IWAKUNI, JA","","","15.9","X","9.5",",X","16",",X","13",",X","3",",X","0",",X","0",",X","0",",X","0",",X","0",",X","15",",X","0",",X","23","","","","19570503",",,X","19570531","+,,X","19570531","+,,X","","","19570519",",,X","19570531",",,X","6.7",",X,03,","0",",,X,31,+","0",",,X,31,+","54.9",",,X,19,","27.2",",X,31,","1913.2","X","52.1",",X","248.1",",,,X","0",",,,X","16.96",",X","20.74",",,,X","13.17",",,,X","","","",""
"JAW00043324","1957-06","34.13725","132.24286","0.0","IWAKUNI, JA","","","105.6","X","89.7",",X","11",",X","8",",X","4",",X","0",",X","0",",X","0",",X","0",",X","0",",X","29",",X","0",",X","12","","","","19570609",",,X","19570630","+,,X","19570630","+,,X","1","","19570627",",,X","19570619",",,X","11.7",",X,09,","0",",,X,30,+","0",",,X,30,+","138.4",",,X,27,","28.9",",X,19,","1917.3","X","4.1",",X","300.4",",,,X","0",",,,X","21.18",",X","24.45",",,,X","17.92",",,,X","","","",""
"JAW00043324","1957-07","34.13725","132.24286","0.0","IWAKUNI, JA","","","329.7","X","224.1",",X","20",",X","15",",X","9",",X","0",",X","0",",X","0",",X","0",",X","0",",X","31",",X","7",",X","19","","","","19570706",",,X","19570731","+,,X","19570731","+,,X","6","","19570726",",,X","19570717",",,X","18.3",",X,06,","0",",,X,31,+","0",",,X,31,+","87.1",",,X,26,","35.0",",X,17,","0.0","X","0.0",",X","573.1",",,,X","0",",,,X","25.56",",X","28.58",",,,X","22.54",",,,X","","","",""
"JAW00043324","1957-08","34.13725","132.24286","0.0","IWAKUNI, JA","","","597.4","X","267.7",",X","15",",X","10",",X","1",",X","0",",X","0",",X","0",",X","0",",X","0",",X","31",",X","0",",X","11","","","","19570830",",,X","19570831","+,,X","19570831","+,,X","4","","19570820",",,X","19570826","+,,X","21.7",",X,30,","0",",,X,31,+","0",",,X,31,+","25.9",",,X,20,","31.7",",X,26,+","0.0","X","0.0",",X","121.8",",,,X","0",",,,X","26.97",",X","30.00",",,,X","23.94",",,,X","","","",""
"JAW00043324","1957-09","34.13725","132.24286","0.0","IWAKUNI, JA","","","695.1","X","97.7",",X","12",",X","11",",X","6",",X","0",",X","0",",X","0",",X","0",",X","0",",X","27",",X","0",",X","11","","","","19570919",",,X","19570930","+,,X","19570930","+,,X","","","19570911",",,X","19570901",",,X","13.9",",X,19,","0",",,X,30,+","0",",,X,30,+","71.4",",,X,11,","30.0",",X,01,","2.8","X","2.8",",X","351.4",",,,X","0",",,,X","21.50",",X","24.69",",,,X","18.30",",,,X","","","",""
"JAW00043324","1957-10","34.13725","132.24286","0.0","IWAKUNI, JA","","","706.0","X","10.9",",X","6",",X","3",",X","1",",X","0",",X","0",",X","0",",X","0",",X","0",",X","21",",X","0",",X","5","","","","19571019",",,X","19571031","+,,X","19571031","+,,X","","","19571006",",,X","19571009",",,X","7.2",",X,19,","0",",,X,31,+","0",",,X,31,+","41.1",",,X,06,","26.7",",X,09,","46.2","X","43.4",",X","62.0",",,,X","0",",,,X","17.29",",X","21.81",",,,X","12.76",",,,X","360","5,X","15.4","5,X"
"JAW00043324","1957-11","34.13725","132.24286","0.0","IWAKUNI, JA","","","706.0","X","0.0",",X","5",",X","3",",X","0",",X","0",",X","0",",X","0",",X","0",",X","0",",X","3",",X","0",",X","4","","","","19571129","+,,X","19571130","+,,X","19571130","+,,X","","","19571110",",,X","19571111",",,X","4.4",",X,29,+","0",",,X,30,+","0",",,X,30,+","23.4",",,X,10,","23.3",",X,11,","202.1","X","155.9",",X","54.1",",,,X","0",",,,X","13.14",",X","17.95",",,,X","8.33",",,,X","270","2,X","13.9","2,X"
"JAW00043324","1957-12","34.13725","132.24286","0.0","IWAKUNI, JA","","","706.0","X","0.0",",X","6",",X","6",",X","0",",X","0",",X","0",",X","0",",X","2",",X","0",",X","0",",X","0",",X","7","","","","19571231",",,X","19571231","+,,X","19571231","+,,X","","","19571217",",,X","19571213",",,X","-1.7",",X,31,","0",",,X,31,+","0",",T,X,31,+","20.8",",,X,17,","18.9",",X,13,","522.9","X","320.8",",X","81.8",",,,X","0",",T,,X","7.99",",X","12.12",",,,X","3.85",",,,X","248","1,X","24.7","1,X"
"JAW00043324","1958-01","34.13725","132.24286","0.0","IWAKUNI, JA","","","0.0","X","0.0",",X","10",",X","5",",X","2",",X","0",",X","0",",X","0",",X","12",",X","0",",X","0",",X","0",",X","9","","","","19580124",",,X","19580104",",,X","19580104",",,X","","","19580113",",,X","19580109",",,X","-2.2",",X,24,","0",",T,X,04,","10",",,X,04,","33.5",",,X,13,","15.0",",X,09,","931.6","X","408.7",",X","89.7",",,,X","18",",,,X","5.15",",X","8.47",",,,X","1.83",",,,X","270",",X","22.1",",X"
"JAW00043324","1958-02","34.13725","132.24286","0.0","IWAKUNI, JA","","","0.0","X","0.0",",X","6",",X","5",",X","1",",X","0",",X","0",",X","0",",X","5",",X","0",",X","0",",X","0",",X","9","","","","19580215",",,X","19580212",",,X","19580213","+,,X","","","19580202",",,X","19580224","+,,X","-1.1",",X,15,","0",",T,X,12,","0",",T,X,13,+","51.6",",,X,02,","16.7",",X,24,+","1269.3","X","337.7",",X","77.2",",,,X","0",",T,,X","6.27",",X","10.50",",,,X","2.05",",,,X","270",",X","14.9",",X"
"JAW00043324","1958-03","34.13725","132.24286","0.0","IWAKUNI, JA","","","0.0","X","0.0",",X","13",",X","9",",X","3",",X","2",",X","1",",X","0",",X","7",",X","0",",X","0",",X","0",",X","13","","","","19580303",",,X","19580303","+,,X","19580302",",,X","2","","19580317",",,X","19580324",",,X","-3.9",",X,03,","25",",,X,03,+","25",",,X,02,","36.8",",,X,17,","20.0",",X,24,","1581.6","X","312.3",",X","151.7",",,,X","35",",,,X","8.26",",X","12.61",",,,X","3.91",",,,X","293","3,X","21.1","3,X"
"JAW00043324","1958-04","34.13725","132.24286","0.0","IWAKUNI, JA","","","3.4","X","3.4",",X","14",",X","10",",X","5",",X","0",",X","0",",X","0",",X","0",",X","0",",X","6",",X","0",",X","15","","","","19580415",",,X","19580430","+,,X","19580430","+,,X","3","","19580430",",,X","19580426",",,X","2.2",",X,15,","0",",,X,30,+","0",",,X,30,+","54.1",",,X,30,","25.6",",X,26,","1720.7","X","139.1",",X","285.3",",,,X","0",",,,X","13.81",",X","17.79",",,,X","9.83",",,,X","203","1,X","17.0","1,X"
"JAW00043324","1958-05","34.13725","132.24286","0.0","IWAKUNI, JA","","","23.4","X","20.0",",X","14",",X","8",",X","1",",X","0",",X","0",",X","0",",X","0",",X","0",",X","18",",X","0",",X","18","","","","19580513",",,X","19580531","+,,X","19580531","+,,X","","","19580515",",,X","19580530","+,,X","7.2",",X,13,","0",",,X,31,+","0",",,X,31,+","46.0",",,X,15,","26.7",",X,30,+","1766.6","X","45.9",",X","115.3",",,,X","0",",,,X","17.50",",X","21.48",",,,X","13.51",",,,X","360",",X","16.4",",X"
"JAW00043324","1958-06","34.13725","132.24286","0.0","IWAKUNI, JA","","","142.6","X","119.2",",X","7",",X","6",",X","1",",X","0",",X","0",",X","0",",X","0",",X","0",",X","29",",X","0",",X","15","","","","19580615",",,X","19580630","+,,X","19580630","+,,X","2","","19580607",",,X","19580628","+,,X","15.6",",X,15,","0",",,X,30,+","0",",,X,30,+","31.5",",,X,07,","28.9",",X,28,+","1766.9","X","0.3",",X","85.9",",,,X","0",",,,X","22.30",",X","26.08",",,,X","18.52",",,,X","225",",X","11.8",",X"
"JAW00043324","1958-07","34.13725","132.24286","0.0","IWAKUNI, JA","","","393.9","X","251.3","2,X","9",",X","3",",X","1",",X","0",",X","0",",X","0","2,X","0","2,X","0",",X","31",",X","4",",X","11","","","","19580719","+,2,X","19580731","+,,X","19580731","+,,X","2","","19580703",",,X","19580731","+,,X","21.7","2,X,19,+","0",",,X,31,+","0",",,X,31,+","115.8",",,X,03,","33.3",",X,31,+","0.0","X","0.0",",X","141.6",",,,X","0",",,,X","26.97","2,X","30.17",",,,X","23.78","2,,,X","203","1,X","12.9","1,X"
