,STATION,DATE,LATITUDE,LONGITUDE,ELEVATION,NAME,DP01,DP01_ATTRIBUTES,DP10,DP10_ATTRIBUTES,DP1X,DP1X_ATTRIBUTES,DYXP,DYXP_ATTRIBUTES,EMXP,EMXP_ATTRIBUTES,PRCP,PRCP_ATTRIBUTES,CDSD,CDSD_ATTRIBUTES,CLDD,CLDD_ATTRIBUTES,DT00,DT00_ATTRIBUTES,DT32,DT32_ATTRIBUTES,DX32,DX32_ATTRIBUTES,DX70,DX70_ATTRIBUTES,DX90,DX90_ATTRIBUTES,DYNT,DYNT_ATTRIBUTES,DYXT,DYXT_ATTRIBUTES,EMNT,EMNT_ATTRIBUTES,EMXT,EMXT_ATTRIBUTES,HDSD,HDSD_ATTRIBUTES,HTDD,HTDD_ATTRIBUTES,TAVG,TAVG_ATTRIBUTES,TMAX,TMAX_ATTRIBUTES,TMIN,TMIN_ATTRIBUTES
203,SF000347620,2021-01,-33.7,25.433,157.0,"UITENHAGE, SF",,,,,,,,,,,,,,,156.0,"1,S",0.0,",S",0.0,",S",0.0,"1,S",30.0,"1,S",11.0,"1,S",20210129.0,",,S",20210123.0,",1,S",9.4,",S,29,",38.4,"1,S,23,",0.0,S,0.0,"1,S",23.53,"1,S",30.69,"1,,,S",16.36,",,,S"
204,SF000347620,2021-02,-33.7,25.433,157.0,"UITENHAGE, SF",,,,,,,,,,,,,,,107.5,"5,S",0.0,"5,S",0.0,"5,S",0.0,"5,S",23.0,"5,S",12.0,"5,S",20210227.0,",5,S",20210204.0,"+,5,S",9.6,"5,S,27,",37.1,"5,S,04,+",0.9,S,0.9,"5,S",22.97,"5,S",31.03,"5,,,S",14.9,"5,,,S"
205,SF000347620,2021-03,-33.7,25.433,157.0,"UITENHAGE, SF",,,,,,,,,,,,,,,112.1,"4,S",0.0,",S",0.0,",S",0.0,"4,S",27.0,"4,S",11.0,"4,S",20210322.0,",,S",20210330.0,",4,S",8.8,",S,22,",37.7,"4,S,30,",3.6,S,2.7,"4,S",22.46,"4,S",29.99,"4,,,S",14.93,",,,S"
206,SF000347620,2021-04,-33.7,25.433,157.0,"UITENHAGE, SF",,,,,,,,,,,,,,,56.5,"1,S",0.0,",S",0.0,",S",0.0,"1,S",28.0,"1,S",5.0,"1,S",20210417.0,",,S",20210418.0,",1,S",7.1,",S,17,",36.6,"1,S,18,",12.3,S,8.7,"1,S",20.02,"1,S",28.49,"1,,,S",11.56,",,,S"
207,SF000347620,2021-05,-33.7,25.433,157.0,"UITENHAGE, SF",,,,,,,,,,,,,,,19.4,"3,S",0.0,"3,S",0.0,"3,S",0.0,"3,S",26.0,"3,S",2.0,"3,S",20210523.0,",3,S",20210525.0,"+,3,S",2.0,"3,S,23,",32.2,"3,S,25,+",54.6,S,42.3,"3,S",17.51,"3,S",26.64,"3,,,S",8.39,"3,,,S"
208,SF000347620,2021-07,-33.7,25.433,157.0,"UITENHAGE, SF",,,,,,,,,,,,,5.5,S,5.5,"4,S",0.0,"1,S",4.0,"1,S",0.0,"4,S",20.0,"4,S",0.0,"4,S",20210715.0,",1,S",20210708.0,",4,S",-1.2,"1,S,15,",31.9,"4,S,08,",,,126.9,"4,S",13.94,"4,S",23.71,"4,,,S",4.17,"1,,,S"
209,SF000347620,2021-08,-33.7,25.433,157.0,"UITENHAGE, SF",,,,,,,,,,,,,6.3,S,0.8,"3,S",0.0,",S",2.0,",S",0.0,"3,S",20.0,"3,S",0.0,"3,S",20210829.0,",,S",20210801.0,",3,S",-0.6,",S,29,",30.2,"3,S,01,",,,119.8,"3,S",14.18,"3,S",23.21,"3,,,S",5.15,",,,S"
210,SF000347620,2021-09,-33.7,25.433,157.0,"UITENHAGE, SF",,,,,,,,,,,,,21.5,S,15.2,"2,S",0.0,",S",0.0,",S",0.0,"2,S",20.0,"2,S",3.0,"2,S",20210908.0,",,S",20210910.0,",2,S",2.6,",S,08,",37.3,"2,S,10,",,,73.2,"2,S",16.32,"2,S",23.9,"2,,,S",8.73,",,,S"
211,SF000347620,2021-10,-33.7,25.433,157.0,"UITENHAGE, SF",,,,,,,,,,,,,55.3,S,33.8,"2,S",0.0,"1,S",0.0,"1,S",0.0,"2,S",25.0,"2,S",2.0,"2,S",20211005.0,",1,S",20211022.0,"+,2,S",2.5,"1,S,05,",34.3,"2,S,22,+",,,46.3,"2,S",17.82,"2,S",25.62,"2,,,S",10.01,"1,,,S"
212,SF000347620,2021-11,-33.7,25.433,157.0,"UITENHAGE, SF",,,,,,,,,,,,,86.0,S,30.7,"2,S",0.0,",S",0.0,",S",0.0,"2,S",26.0,"2,S",0.0,"2,S",20211103.0,",,S",20211101.0,",2,S",5.6,",S,03,",30.0,"2,S,01,",,,20.7,"2,S",18.75,"2,S",25.26,"2,,,S",12.23,",,,S"
213,SF000347620,2022-01,-33.7,25.433,157.0,"UITENHAGE, SF",,,,,,,,,,,,,,,180.4,"1,S",0.0,",S",0.0,",S",0.0,"1,S",30.0,"1,S",13.0,"1,S",20220112.0,",,S",20220124.0,"+,1,S",10.9,",S,12,",40.3,"1,S,24,+",0.0,S,0.0,"1,S",24.33,"1,S",31.48,"1,,,S",17.18,",,,S"
214,SF000347620,2022-02,-33.7,25.433,157.0,"UITENHAGE, SF",,,,,,,,,,,,,,,162.2,",S",0.0,",S",0.0,",S",0.0,",S",28.0,",S",16.0,",S",20220223.0,",,S",20220220.0,"+,,S",11.1,",S,23,",36.8,",S,20,+",0.0,S,0.0,",S",24.13,",S",32.25,",,,S",16.0,",,,S"
215,SF000347620,2022-03,-33.7,25.433,157.0,"UITENHAGE, SF",,,,,,,,,,,,,,,,,0.0,"5,S",0.0,"5,S",,,,,,,20220317.0,",5,S",,,10.5,"5,S,17,",,,,,,,,,,,15.12,"5,,,S"
216,SF000347620,2022-04,-33.7,25.433,157.0,"UITENHAGE, SF",,,,,,,,,,,,,,,24.8,"1,S",0.0,",S",0.0,",S",0.0,"1,S",22.0,"1,S",2.0,"1,S",20220416.0,",,S",20220421.0,",1,S",6.0,",S,16,",36.0,"1,S,21,",,,30.7,"1,S",18.14,"1,S",24.44,"1,,,S",11.83,",,,S"
217,SF000347620,2022-05,-33.7,25.433,157.0,"UITENHAGE, SF",,,,,,,,,,,,,,,17.4,"4,S",0.0,"1,S",0.0,"1,S",0.0,"4,S",23.0,"4,S",3.0,"4,S",20220515.0,",1,S",20220505.0,",4,S",5.2,"1,S,15,",33.9,"4,S,05,",,,53.5,"4,S",17.0,"4,S",25.03,"4,,,S",8.97,"1,,,S"
218,SF000347620,2022-06,-33.7,25.433,157.0,"UITENHAGE, SF",,,,,,,,,,,,,,,7.6,",S",0.0,",S",0.0,",S",0.0,",S",22.0,",S",0.0,",S",20220620.0,",,S",20220612.0,"+,,S",2.6,",S,20,",28.6,",S,12,+",,,96.3,",S",15.38,",S",23.78,",,,S",6.97,",,,S"
219,SF000347620,2022-08,-33.7,25.433,157.0,"UITENHAGE, SF",,,,,,,,,,,,,,,,,0.0,"5,S",0.0,"5,S",,,,,,,20220831.0,",5,S",,,0.7,"5,S,31,",,,,,,,,,,,6.32,"5,,,S"
220,SF000414170,2021-01,-33.467,18.717,102.0,"MALMESBURY, SF",,,,,,,,,,,,,370.2,S,176.6,"1,S",0.0,",S",0.0,",S",0.0,"1,S",30.0,"1,S",18.0,"1,S",20210129.0,",,S",20210103.0,"+,1,S",10.7,",S,29,",38.1,"1,S,03,+",0.0,S,0.0,"1,S",24.27,"1,S",32.92,"1,,,S",15.62,",,,S"
221,SF000414170,2021-02,-33.467,18.717,102.0,"MALMESBURY, SF",,,,,,,,,,,,,485.7,S,115.5,"4,S",0.0,"4,S",0.0,"4,S",0.0,"4,S",24.0,"4,S",9.0,"4,S",20210216.0,",4,S",20210228.0,",4,S",9.0,"4,S,16,",40.4,"4,S,28,",0.1,S,0.1,"4,S",23.14,"4,S",31.66,"4,,,S",14.63,"4,,,S"
222,SF000414170,2021-03,-33.467,18.717,102.0,"MALMESBURY, SF",,,,,,,,,,,,,598.1,S,112.4,"1,S",0.0,",S",0.0,",S",0.0,"1,S",30.0,"1,S",9.0,"1,S",20210321.0,",,S",20210324.0,"+,1,S",9.0,",S,21,",39.0,"1,S,24,+",1.1,S,1.0,"1,S",22.1,"1,S",30.31,"1,,,S",13.89,",,,S"
223,SF000414170,2021-04,-33.467,18.717,102.0,"MALMESBURY, SF",,,,,,,,,,,,,681.2,S,83.1,"3,S",0.0,"2,S",0.0,"2,S",0.0,"3,S",26.0,"3,S",9.0,"3,S",20210430.0,",2,S",20210418.0,",3,S",8.5,"2,S,30,",38.1,"3,S,18,",9.3,S,8.2,"3,S",21.2,"3,S",30.15,"3,,,S",12.25,"2,,,S"
224,SF000414170,2021-05,-33.467,18.717,102.0,"MALMESBURY, SF",,,,,,,,,,,,,696.0,S,14.8,",S",0.0,",S",0.0,",S",0.0,",S",23.0,",S",3.0,",S",20210522.0,",,S",20210504.0,"+,,S",4.4,",S,22,",33.3,",S,04,+",78.8,S,69.5,",S",16.57,",S",23.93,",,,S",9.2,",,,S"
225,SF000414170,2021-06,-33.467,18.717,102.0,"MALMESBURY, SF",,,,,,,,,,,,,705.1,S,9.1,",S",0.0,",S",0.0,",S",0.0,",S",15.0,",S",0.0,",S",20210605.0,",,S",20210621.0,"+,,S",2.6,",S,05,",29.8,",S,21,+",180.5,S,101.7,",S",15.25,",S",22.48,",,,S",8.02,",,,S"
226,SF000414170,2021-07,-33.467,18.717,102.0,"MALMESBURY, SF",,,,,,,,,,,,,0.0,S,0.0,",S",0.0,",S",1.0,",S",0.0,",S",11.0,",S",0.0,",S",20210723.0,",,S",20210731.0,",,S",-0.1,",S,23,",26.8,",S,31,",373.7,S,193.2,",S",12.1,",S",19.54,",,,S",4.66,",,,S"
227,SF000414170,2021-08,-33.467,18.717,102.0,"MALMESBURY, SF",,,,,,,,,,,,,1.1,S,1.1,",S",0.0,",S",0.0,",S",0.0,",S",13.0,",S",0.0,",S",20210829.0,",,S",20210817.0,"+,,S",1.6,",S,29,",28.0,",S,17,+",544.5,S,170.8,",S",12.86,",S",20.39,",,,S",5.33,",,,S"
228,SF000414170,2021-09,-33.467,18.717,102.0,"MALMESBURY, SF",,,,,,,,,,,,,6.6,S,5.5,"1,S",0.0,",S",0.0,",S",0.0,"1,S",19.0,"1,S",0.0,"1,S",20210907.0,",,S",20210922.0,",1,S",1.5,",S,07,",31.4,"1,S,22,",650.0,S,105.5,"1,S",14.89,"1,S",23.14,"1,,,S",6.64,",,,S"
229,SF000414170,2021-10,-33.467,18.717,102.0,"MALMESBURY, SF",,,,,,,,,,,,,47.6,S,41.0,"2,S",0.0,",S",0.0,",S",0.0,"2,S",24.0,"2,S",6.0,"2,S",20211003.0,",,S",20211020.0,",2,S",2.6,",S,03,",36.9,"2,S,20,",689.7,S,39.7,"2,S",18.5,"2,S",27.29,"2,,,S",9.72,",,,S"
230,SF000414170,2021-11,-33.467,18.717,102.0,"MALMESBURY, SF",,,,,,,,,,,,,111.3,S,63.7,",S",0.0,",S",0.0,",S",0.0,",S",30.0,",S",2.0,",S",20211102.0,",,S",20211115.0,"+,,S",7.5,",S,02,",33.5,",S,15,+",707.1,S,17.4,",S",19.88,",S",27.36,",,,S",12.39,",,,S"
231,SF000414170,2021-12,-33.467,18.717,102.0,"MALMESBURY, SF",,,,,,,,,,,,,230.3,S,119.0,"1,S",0.0,"1,S",0.0,"1,S",0.0,"1,S",30.0,"1,S",7.0,"1,S",20211203.0,",1,S",20211219.0,"+,1,S",9.8,"1,S,03,",37.2,"1,S,19,+",708.0,S,0.9,"1,S",22.27,"1,S",30.12,"1,,,S",14.42,"1,,,S"
232,SF000414170,2022-01,-33.467,18.717,102.0,"MALMESBURY, SF",,,,,,,,,,,,,441.5,S,211.2,",S",0.0,",S",0.0,",S",0.0,",S",31.0,",S",21.0,",S",20220102.0,",,S",20220123.0,"+,,S",8.5,",S,02,",44.1,",S,23,+",1.2,S,1.2,",S",25.11,",S",34.61,",,,S",15.6,",,,S"
233,SF000414170,2022-02,-33.467,18.717,102.0,"MALMESBURY, SF",,,,,,,,,,,,,633.3,S,191.8,",S",0.0,",S",0.0,",S",0.0,",S",28.0,",S",20.0,",S",20220217.0,",,S",20220201.0,",,S",9.1,",S,17,",40.4,",S,01,",1.2,S,0.0,",S",25.18,",S",34.61,",,,S",15.75,",,,S"
234,SF000414170,2022-03,-33.467,18.717,102.0,"MALMESBURY, SF",,,,,,,,,,,,,794.0,S,160.7,",S",0.0,",S",0.0,",S",0.0,",S",31.0,",S",18.0,",S",20220315.0,",,S",20220320.0,"+,,S",7.8,",S,15,",37.5,",S,20,+",5.0,S,3.8,",S",23.4,",S",32.04,",,,S",14.75,",,,S"
235,SF000414170,2022-04,-33.467,18.717,102.0,"MALMESBURY, SF",,,,,,,,,,,,,836.8,S,42.8,"1,S",0.0,",S",0.0,",S",0.0,"1,S",28.0,"1,S",4.0,"1,S",20220427.0,",,S",20220420.0,",1,S",4.7,",S,27,",36.6,"1,S,20,",35.8,S,30.8,"1,S",18.79,"1,S",27.52,"1,,,S",10.05,",,,S"
236,SF000414170,2022-05,-33.467,18.717,102.0,"MALMESBURY, SF",,,,,,,,,,,,,856.5,S,19.7,"2,S",0.0,",S",0.0,",S",0.0,"2,S",22.0,"2,S",5.0,"2,S",20220530.0,",,S",20220517.0,"+,2,S",3.2,",S,30,",34.6,"2,S,17,+",117.5,S,81.7,"2,S",16.19,"2,S",24.66,"2,,,S",7.71,",,,S"
237,SF000414170,2022-06,-33.467,18.717,102.0,"MALMESBURY, SF",,,,,,,,,,,,,862.3,S,5.8,",S",0.0,",S",0.0,",S",0.0,",S",19.0,",S",0.0,",S",20220603.0,",,S",20220608.0,"+,,S",2.3,",S,03,",30.9,",S,08,+",210.2,S,92.7,",S",15.44,",S",23.99,",,,S",6.88,",,,S"
238,SF000414170,2022-07,-33.467,18.717,102.0,"MALMESBURY, SF",,,,,,,,,,,,,0.2,S,0.2,"2,S",0.0,"2,S",0.0,"2,S",0.0,"2,S",11.0,"2,S",0.0,"2,S",20220721.0,",2,S",20220717.0,"+,2,S",1.4,"2,S,21,",27.2,"2,S,17,+",348.6,S,138.4,"2,S",13.57,"2,S",20.39,"2,,,S",6.75,"2,,,S"
239,SF000414170,2022-08,-33.467,18.717,102.0,"MALMESBURY, SF",,,,,,,,,,,,,0.2,S,0.0,"1,S",0.0,",S",0.0,",S",0.0,"1,S",7.0,"1,S",0.0,"1,S",20220801.0,",,S",20220823.0,",1,S",0.6,",S,01,",29.9,"1,S,23,",512.0,S,163.4,"1,S",12.91,"1,S",19.51,"1,,,S",6.3,",,,S"
240,SF000414170,2022-09,-33.467,18.717,102.0,"MALMESBURY, SF",,,,,,,,,,,,,1.7,S,1.5,"1,S",0.0,",S",0.0,",S",0.0,"1,S",20.0,"1,S",0.0,"1,S",20220912.0,",,S",20220914.0,",1,S",3.3,",S,12,",29.9,"1,S,14,",607.2,S,95.2,"1,S",15.11,"1,S",22.79,"1,,,S",7.42,",,,S"
241,SF000414170,2022-10,-33.467,18.717,102.0,"MALMESBURY, SF",,,,,,,,,,,,,63.8,S,62.1,",S",0.0,",S",0.0,",S",0.0,",S",30.0,",S",8.0,",S",20221005.0,",,S",20221030.0,"+,,S",4.6,",S,05,",33.5,",S,30,+",630.3,S,23.1,",S",19.59,",S",29.06,",,,S",10.13,",,,S"
242,SF000414170,2022-11,-33.467,18.717,102.0,"MALMESBURY, SF",,,,,,,,,,,,,135.4,S,71.6,"3,S",0.0,"3,S",0.0,"3,S",0.0,"3,S",27.0,"3,S",8.0,"3,S",20221120.0,"+,3,S",20221129.0,"+,3,S",9.1,"3,S,20,+",37.3,"3,S,29,+",634.7,S,4.4,"3,S",20.82,"3,S",29.2,"3,,,S",12.44,"3,,,S"
243,SF000414170,2022-12,-33.467,18.717,102.0,"MALMESBURY, SF",,,,,,,,,,,,,273.2,S,137.8,",S",0.0,",S",0.0,",S",0.0,",S",31.0,",S",12.0,",S",20221207.0,",,S",20221231.0,",,S",9.4,",S,07,",37.6,",S,31,",634.9,S,0.2,",S",22.77,",S",30.85,",,,S",14.69,",,,S"
244,SF000456110,2021-01,-33.2,20.867,656.0,"LAINGSBURG, SF",,,,,,,,,,,,,,,247.9,"3,S",0.0,"2,S",0.0,"2,S",0.0,"3,S",28.0,"3,S",24.0,"3,S",20210128.0,",2,S",20210122.0,"+,3,S",13.8,"2,S,28,",41.4,"3,S,22,+",0.0,S,0.0,"3,S",27.14,"3,S",35.5,"3,,,S",18.78,"2,,,S"
245,SF000456110,2021-03,-33.2,20.867,656.0,"LAINGSBURG, SF",,,,,,,,,,,,,,,168.3,",S",0.0,",S",0.0,",S",0.0,",S",31.0,",S",15.0,",S",20210328.0,",,S",20210314.0,"+,,S",10.9,",S,28,",36.3,",S,14,+",,,0.0,",S",23.76,",S",31.19,",,,S",16.34,",,,S"
246,SF000456110,2021-04,-33.2,20.867,656.0,"LAINGSBURG, SF",,,,,,,,,,,,,,,123.5,",S",0.0,",S",0.0,",S",0.0,",S",29.0,",S",13.0,",S",20210430.0,",,S",20210414.0,"+,,S",9.6,",S,30,",36.3,",S,14,+",,,4.0,",S",22.32,",S",30.94,",,,S",13.7,",,,S"
247,SF000456110,2021-05,-33.2,20.867,656.0,"LAINGSBURG, SF",,,,,,,,,,,,,,,12.8,",S",0.0,",S",0.0,",S",0.0,",S",20.0,",S",0.0,",S",20210522.0,",,S",20210504.0,"+,,S",3.8,",S,22,",29.8,",S,04,+",,,82.9,",S",16.07,",S",23.86,",,,S",8.28,",,,S"
248,SF000456110,2021-06,-33.2,20.867,656.0,"LAINGSBURG, SF",,,,,,,,,,,,,,,0.5,"1,S",0.0,"1,S",0.0,"1,S",0.0,"1,S",12.0,"1,S",0.0,"1,S",20210606.0,",1,S",20210621.0,"+,1,S",0.2,"1,S,06,",25.4,"1,S,21,+",,,140.1,"1,S",13.52,"1,S",20.85,"1,,,S",6.18,"1,,,S"
249,SF000456110,2021-07,-33.2,20.867,656.0,"LAINGSBURG, SF",,,,,,,,,,,,,0.0,S,0.0,"1,S",0.0,"1,S",12.0,"1,S",0.0,"1,S",8.0,"1,S",0.0,"1,S",20210723.0,",1,S",20210731.0,",1,S",-2.7,"1,S,23,",26.6,"1,S,31,",,,237.0,"1,S",10.43,"1,S",18.9,"1,,,S",1.97,"1,,,S"
250,SF000456110,2021-08,-33.2,20.867,656.0,"LAINGSBURG, SF",,,,,,,,,,,,,0.0,S,0.0,",S",0.0,",S",3.0,",S",0.0,",S",16.0,",S",0.0,",S",20210829.0,",,S",20210804.0,"+,,S",-2.4,",S,29,",27.2,",S,04,+",,,185.3,",S",12.36,",S",20.91,",,,S",3.8,",,,S"
251,SF000456110,2021-09,-33.2,20.867,656.0,"LAINGSBURG, SF",,,,,,,,,,,,,22.2,S,22.2,",S",0.0,",S",0.0,",S",0.0,",S",22.0,",S",2.0,",S",20210907.0,",,S",20210926.0,"+,,S",1.5,",S,07,",33.1,",S,26,+",,,83.4,",S",16.29,",S",24.86,",,,S",7.72,",,,S"
252,SF000456110,2021-10,-33.2,20.867,656.0,"LAINGSBURG, SF",,,,,,,,,,,,,79.7,S,57.5,"1,S",0.0,",S",0.0,",S",0.0,"1,S",26.0,"1,S",6.0,"1,S",20211003.0,",,S",20211013.0,"+,1,S",2.0,",S,03,",35.7,"1,S,13,+",,,45.4,"1,S",18.79,"1,S",26.92,"1,,,S",10.66,",,,S"
253,SF000456110,2021-11,-33.2,20.867,656.0,"LAINGSBURG, SF",,,,,,,,,,,,,151.2,S,71.5,"1,S",0.0,",S",0.0,",S",0.0,"1,S",29.0,"1,S",3.0,"1,S",20211109.0,",,S",20211116.0,"+,1,S",8.3,",S,09,",37.8,"1,S,16,+",,,6.0,"1,S",20.58,"1,S",28.17,"1,,,S",12.99,",,,S"
254,SF000456110,2021-12,-33.2,20.867,656.0,"LAINGSBURG, SF",,,,,,,,,,,,,309.7,S,158.5,",S",0.0,",S",0.0,",S",0.0,",S",31.0,",S",9.0,",S",20211216.0,"+,,S",20211222.0,"+,,S",11.2,",S,16,+",36.7,",S,22,+",,,0.0,",S",23.45,",S",30.76,",,,S",16.14,",,,S"
255,SF000456110,2022-01,-33.2,20.867,656.0,"LAINGSBURG, SF",,,,,,,,,,,,,594.4,S,284.7,",S",0.0,",S",0.0,",S",0.0,",S",31.0,",S",28.0,",S",20220101.0,",,S",20220124.0,"+,,S",13.9,",S,01,",41.2,",S,24,+",0.0,S,0.0,",S",27.52,",S",35.95,",,,S",19.09,",,,S"
256,SF000456110,2022-02,-33.2,20.867,656.0,"LAINGSBURG, SF",,,,,,,,,,,,,837.7,S,243.3,",S",0.0,",S",0.0,",S",0.0,",S",28.0,",S",24.0,",S",20220217.0,",,S",20220228.0,",,S",14.4,",S,17,",38.7,",S,28,",0.0,S,0.0,",S",27.02,",S",35.16,",,,S",18.88,",,,S"
257,SF000456110,2022-03,-33.2,20.867,656.0,"LAINGSBURG, SF",,,,,,,,,,,,,1022.9,S,185.2,",S",0.0,",S",0.0,",S",0.0,",S",31.0,",S",18.0,",S",20220315.0,",,S",20220301.0,",,S",11.0,",S,15,",38.7,",S,01,",0.5,S,0.5,",S",24.29,",S",31.85,",,,S",16.73,",,,S"
258,SF000456110,2022-04,-33.2,20.867,656.0,"LAINGSBURG, SF",,,,,,,,,,,,,1049.6,S,26.7,",S",0.0,",S",0.0,",S",0.0,",S",26.0,",S",3.0,",S",20220427.0,",,S",20220422.0,"+,,S",4.4,",S,27,",33.4,",S,22,+",46.1,S,45.6,",S",17.71,",S",25.23,",,,S",10.18,",,,S"
259,SF000456110,2022-05,-33.2,20.867,656.0,"LAINGSBURG, SF",,,,,,,,,,,,,1056.6,S,7.0,",S",0.0,",S",0.0,",S",0.0,",S",24.0,",S",0.0,",S",20220530.0,",,S",20220506.0,"+,,S",0.8,",S,30,",31.0,",S,06,+",142.2,S,96.1,",S",15.46,",S",24.32,",,,S",6.6,",,,S"
260,SF000456110,2022-06,-33.2,20.867,656.0,"LAINGSBURG, SF",,,,,,,,,,,,,1059.7,S,3.1,",S",0.0,",S",3.0,",S",0.0,",S",17.0,",S",0.0,",S",20220616.0,",,S",20220612.0,"+,,S",-1.7,",S,16,",26.3,",S,12,+",325.7,S,183.5,",S",12.32,",S",20.72,",,,S",3.92,",,,S"
261,SF000456110,2022-07,-33.2,20.867,656.0,"LAINGSBURG, SF",,,,,,,,,,,,,0.0,S,0.0,",S",0.0,",S",1.0,",S",0.0,",S",15.0,",S",0.0,",S",20220712.0,",,S",20220718.0,"+,,S",0.0,",S,12,",26.5,",S,18,+",516.1,S,190.4,",S",12.19,",S",20.44,",,,S",3.94,",,,S"
262,SF000456110,2022-08,-33.2,20.867,656.0,"LAINGSBURG, SF",,,,,,,,,,,,,1.9,S,1.9,",S",0.0,",S",2.0,",S",0.0,",S",14.0,",S",0.0,",S",20220801.0,",,S",20220825.0,"+,,S",-2.3,",S,01,",29.1,",S,25,+",678.7,S,162.6,",S",13.15,",S",20.88,",,,S",5.42,",,,S"
263,SF000456110,2022-09,-33.2,20.867,656.0,"LAINGSBURG, SF",,,,,,,,,,,,,16.3,S,14.4,"1,S",0.0,",S",0.0,",S",0.0,"1,S",22.0,"1,S",1.0,"1,S",20220907.0,",,S",20220916.0,",1,S",2.5,",S,07,",32.6,"1,S,16,",748.2,S,69.5,"1,S",16.48,"1,S",25.25,"1,,,S",7.72,",,,S"
264,SF000456110,2022-10,-33.2,20.867,656.0,"LAINGSBURG, SF",,,,,,,,,,,,,134.6,S,118.3,"1,S",0.0,",S",0.0,",S",0.0,"1,S",30.0,"1,S",13.0,"1,S",20221004.0,",,S",20221020.0,"+,1,S",6.5,",S,04,",36.3,"1,S,20,+",751.8,S,3.6,"1,S",22.15,"1,S",30.78,"1,,,S",13.52,",,,S"
265,SF000456110,2022-11,-33.2,20.867,656.0,"LAINGSBURG, SF",,,,,,,,,,,,,254.0,S,119.4,"1,S",0.0,"1,S",0.0,"1,S",0.0,"1,S",29.0,"1,S",6.0,"1,S",20221120.0,",1,S",20221130.0,"+,1,S",11.4,"1,S,20,",40.4,"1,S,30,+",751.8,S,0.0,"1,S",22.45,"1,S",30.46,"1,,,S",14.45,"1,,,S"
266,SF000456110,2022-12,-33.2,20.867,656.0,"LAINGSBURG, SF",,,,,,,,,,,,,437.8,S,183.8,"2,S",0.0,",S",0.0,",S",0.0,"2,S",29.0,"2,S",15.0,"2,S",20221230.0,",,S",20221210.0,"+,2,S",11.6,",S,30,",40.0,"2,S,10,+",751.8,S,0.0,"2,S",24.58,"2,S",32.47,"2,,,S",16.7,",,,S"
267,SF000508870,2021-01,-33.283,23.5,842.0,"WILLOWMORE, SF",,,,,,,,,,,,,491.9,S,203.0,"1,S",0.0,",S",0.0,",S",0.0,"1,S",30.0,"1,S",21.0,"1,S",20210102.0,",,S",20210123.0,",1,S",11.3,",S,02,",40.5,"1,S,23,",0.0,S,0.0,"1,S",25.07,"1,S",33.95,"1,,,S",16.19,",,,S"
268,SF000508870,2021-03,-33.283,23.5,842.0,"WILLOWMORE, SF",,,,,,,,,,,,,,,120.1,"1,S",0.0,",S",0.0,",S",0.0,"1,S",30.0,"1,S",10.0,"1,S",20210328.0,",,S",20210313.0,",1,S",8.3,",S,28,",38.2,"1,S,13,",,,1.9,"1,S",22.33,"1,S",30.37,"1,,,S",14.28,",,,S"
269,SF000508870,2021-04,-33.283,23.5,842.0,"WILLOWMORE, SF",,,,,,,,,,,,,,,65.9,"1,S",0.0,"1,S",0.0,"1,S",0.0,"1,S",28.0,"1,S",7.0,"1,S",20210417.0,",1,S",20210414.0,"+,1,S",3.6,"1,S,17,",34.5,"1,S,14,+",,,12.5,"1,S",20.17,"1,S",29.02,"1,,,S",11.33,"1,,,S"
270,SF000508870,2021-05,-33.283,23.5,842.0,"WILLOWMORE, SF",,,,,,,,,,,,,,,3.8,",S",0.0,",S",0.0,",S",0.0,",S",24.0,",S",0.0,",S",20210518.0,",,S",20210515.0,"+,,S",1.0,",S,18,",27.8,",S,15,+",,,103.2,",S",15.13,",S",23.35,",,,S",6.9,",,,S"
271,SF000508870,2021-06,-33.283,23.5,842.0,"WILLOWMORE, SF",,,,,,,,,,,,,,,0.0,",S",0.0,",S",1.0,",S",0.0,",S",14.0,",S",0.0,",S",20210605.0,",,S",20210621.0,"+,,S",-1.0,",S,05,",23.9,",S,21,+",,,151.2,",S",13.29,",S",20.48,",,,S",6.11,",,,S"
272,SF000508870,2021-07,-33.283,23.5,842.0,"WILLOWMORE, SF",,,,,,,,,,,,,0.0,S,0.0,"1,S",0.0,",S",12.0,",S",0.0,"1,S",8.0,"1,S",0.0,"1,S",20210706.0,",,S",20210731.0,",1,S",-3.2,",S,06,",25.3,"1,S,31,",,,248.9,"1,S",10.04,"1,S",18.55,"1,,,S",1.53,",,,S"
273,SF000508870,2021-08,-33.283,23.5,842.0,"WILLOWMORE, SF",,,,,,,,,,,,,0.2,S,0.2,"1,S",0.0,",S",4.0,",S",0.0,"1,S",15.0,"1,S",0.0,"1,S",20210829.0,",,S",20210808.0,",1,S",-4.2,",S,29,",28.8,"1,S,08,",,,180.8,"1,S",12.32,"1,S",21.05,"1,,,S",3.58,",,,S"
274,SF000508870,2021-09,-33.283,23.5,842.0,"WILLOWMORE, SF",,,,,,,,,,,,,17.3,S,17.1,"2,S",0.0,"1,S",1.0,"1,S",0.0,"2,S",17.0,"2,S",4.0,"2,S",20210908.0,",1,S",20210926.0,"+,2,S",-0.3,"1,S,08,",33.7,"2,S,26,+",,,112.2,"2,S",15.01,"2,S",23.71,"2,,,S",6.32,"1,,,S"
